dataset,model,emb_dim,nclusters,NMI_01,NMI_02,NMI_03,NMI_04,NMI_05,NMI_06,NMI_07,NMI_08,NMI_09,NMI_10,NMI_11,NMI_12,NMI_13,NMI_14,NMI_15,NMI_16,NMI_17,NMI_18,NMI_19,NMI_20,NMI_21,NMI_22,NMI_23,NMI_24,NMI_25,NMI_26,NMI_27,NMI_28,NMI_29,NMI_30,RT_01,RT_02,RT_03,RT_04,RT_05,RT_06,RT_07,RT_08,RT_09,RT_10,RT_11,RT_12,RT_13,RT_14,RT_15,RT_16,RT_17,RT_18,RT_19,RT_20,RT_21,RT_22,RT_23,RT_24,RT_25,RT_26,RT_27,RT_28,RT_29,RT_30
T100k.D2k.L50.P0.O0.C6.data,w2v,100,4,0.8293155952983873,0.8203315561008819,0.8559841902212504,0.8541346727008619,0.854391750740169,0.8557345829238298,0.8559841902212504,0.8501904988905999,0.8485337994349409,0.8390651962997238,0.8485337994349409,0.8610936891222686,0.8607703466824385,0.826862184749529,0.854134672700862,0.854134672700862,0.8334769039245948,0.8557345829238295,0.8559841902212504,0.854134672700862,0.8610936891222686,0.8293155952983873,0.8293155952983872,0.8293155952983873,0.8557345829238295,0.8293155952983873,0.8293155952983872,0.8557345829238295,0.8541346727008621,0.8559841902212502,0.124466,0.139589,0.14571,0.143836,0.143445,0.144562,0.14472,0.143624,0.143843,0.144135,0.143214,0.145721,0.145282,0.144357,0.146433,0.143436,0.145067,0.145231,0.148425,0.143847,0.145158,0.14315,0.142348,0.143243,0.144307,0.144428,0.144234,0.145275,0.144474,0.144717
T100k.D2k.L50.P0.O10.C6.data,w2v,100,4,0.8282616704923175,0.8325995728239952,0.8644824848163325,0.8115027437534221,0.8671708293674657,0.8644824848163327,0.857237850120544,0.8579121236952061,0.8572378501205438,0.8572378501205439,0.8615466846888162,0.8428014981226588,0.8282616704923175,0.8428014981226588,0.8282616704923175,0.8615466846888162,0.8671708293674657,0.8572378501205438,0.8545584689990984,0.8572378501205438,0.8282616704923174,0.8644824848163327,0.8615466846888162,0.8665544603742892,0.8615466846888161,0.8671708293674657,0.8615466846888162,0.8282616704923174,0.8296806087583978,0.8665544603742893,0.133647,0.151064,0.153648,0.155688,0.152496,0.151899,0.152197,0.151908,0.153133,0.155678,0.151025,0.152226,0.150972,0.15294,0.151758,0.151988,0.152292,0.155701,0.153316,0.153028,0.15835,0.152269,0.153267,0.149176,0.152459,0.154054,0.15196,0.154508,0.152979,0.151968
T100k.D2k.L50.P0.O20.C6.data,w2v,100,4,0.824487322617662,0.8667457882635107,0.8577800784976658,0.8667457882635107,0.8385727449456853,0.8385727449456853,0.8385727449456853,0.822095194329943,0.8667457882635107,0.8569821636243417,0.8385727449456853,0.8598301554386746,0.8505169420070353,0.8385727449456853,0.8610866100746485,0.8544795757248465,0.8344149437684585,0.8184527919562327,0.8582448995352729,0.7955191938152403,0.8319416436574055,0.8667457882635107,0.8344149437684586,0.824487322617662,0.824487322617662,0.8344149437684586,0.8344149437684586,0.8046886614125958,0.8544795757248466,0.8344149437684586,0.156661,0.161092,0.163741,0.163444,0.162362,0.158068,0.161386,0.163278,0.16206,0.163632,0.16254,0.163964,0.164646,0.158834,0.163602,0.163129,0.162554,0.161681,0.16346,0.163806,0.164037,0.164151,0.162262,0.158908,0.158978,0.163159,0.162093,0.161885,0.167448,0.161468
T100k.D2k.L50.P0.O30.C6.data,w2v,100,4,0.8493679255129176,0.8385622154333509,0.8360276625692692,0.8619039416954194,0.8493679255129176,0.8630950931641285,0.8174212632596263,0.8590588409076589,0.8066008237118587,0.8619039416954194,0.8686448553331547,0.8493679255129176,0.8630950931641285,0.8630950931641285,0.8511969365969273,0.8493679255129176,0.8686448553331547,0.8686448553331547,0.8686448553331547,0.8360276625692693,0.8360276625692692,0.8486516583515036,0.8686448553331547,0.8686448553331547,0.8619039416954194,0.8630950931641286,0.8516440101989129,0.8360276625692693,0.8619039416954194,0.8619039416954194,0.139415,0.146405,0.146255,0.147994,0.147804,0.147742,0.14643,0.148931,0.148805,0.143294,0.146981,0.146873,0.147857,0.146858,0.148029,0.14806,0.148731,0.151595,0.147656,0.147351,0.147641,0.147096,0.147776,0.14842,0.148089,0.147906,0.146239,0.143454,0.148478,0.146224
T100k.D2k.L50.P10.O0.C6.data,w2v,100,4,0.8566139670241654,0.8402990558200923,0.8644842788670983,0.861207202864351,0.8612072028643507,0.8566139670241654,0.861207202864351,0.8644842788670983,0.8612072028643512,0.8644842788670983,0.8475860923130366,0.861207202864351,0.8402990558200923,0.8644842788670983,0.8644842788670983,0.8612072028643508,0.8566139670241655,0.861207202864351,0.8644842788670983,0.861207202864351,0.8612072028643512,0.8475860923130366,0.861207202864351,0.8612072028643512,0.8566139670241655,0.8644842788670983,0.861207202864351,0.861207202864351,0.8405668210445062,0.8475860923130366,0.144498,0.163844,0.15532,0.154702,0.159965,0.164294,0.155241,0.160755,0.1553,0.159739,0.156249,0.159457,0.160694,0.155523,0.155795,0.15971,0.159434,0.159365,0.15592,0.15614,0.155338,0.160327,0.152307,0.161394,0.164284,0.155648,0.159387,0.155036,0.16137,0.164273
T100k.D2k.L50.P10.O10.C6.data,w2v,100,4,0.8622805428370065,0.8622805428370065,0.8389374693418644,0.8622805428370063,0.8622805428370062,0.8622805428370065,0.8622805428370065,0.8389374693418644,0.8522274071584025,0.8581002736342567,0.8581002736342567,0.8622805428370065,0.8622805428370062,0.8622805428370065,0.8622805428370065,0.8581002736342567,0.8581002736342567,0.8522274071584025,0.8622805428370062,0.8622805428370062,0.8622805428370065,0.8622805428370065,0.8622805428370065,0.8622805428370065,0.8622805428370062,0.8581002736342567,0.8522274071584025,0.8622805428370063,0.8581002736342567,0.8622805428370065,0.134487,0.146627,0.14613,0.14515,0.146821,0.142667,0.145328,0.14213,0.145506,0.145284,0.149592,0.15132,0.146707,0.145293,0.142203,0.150132,0.146991,0.146107,0.146028,0.142212,0.146944,0.147449,0.146007,0.147056,0.142496,0.146401,0.145459,0.142946,0.14774,0.142811
T100k.D2k.L50.P10.O20.C6.data,w2v,100,4,0.8538558971082877,0.8538558971082877,0.8538558971082877,0.844948348790691,0.8538558971082877,0.8230227476305937,0.844948348790691,0.8449483487906909,0.8538558971082877,0.8538558971082877,0.8568006640913982,0.8538558971082877,0.8538558971082877,0.8538558971082877,0.8538558971082877,0.8538558971082877,0.8538558971082877,0.8538558971082877,0.8449483487906909,0.844948348790691,0.8514468001484404,0.8538558971082877,0.8568006640913982,0.8514468001484403,0.8538558971082877,0.8568006640913982,0.8254039220677237,0.8449483487906909,0.8230227476305937,0.8538558971082877,0.137374,0.157624,0.153625,0.154901,0.157462,0.162802,0.15731,0.170941,0.153838,0.158655,0.161902,0.154495,0.157504,0.158693,0.154426,0.162704,0.156921,0.162676,0.161809,0.157791,0.154207,0.154182,0.154495,0.157243,0.162072,0.157541,0.15708,0.157951,0.170501,0.159218
T100k.D2k.L50.P10.O30.C6.data,w2v,100,4,0.8463177507208152,0.8649471031884968,0.8564232361554566,0.8649471031884968,0.8576743432697657,0.8649471031884968,0.8461450393971588,0.846145039397159,0.8564232361554566,0.8462886255162883,0.8649471031884968,0.8564232361554563,0.8564232361554566,0.8649471031884968,0.846145039397159,0.8564232361554566,0.8463177507208152,0.846145039397159,0.846145039397159,0.8649471031884968,0.8564232361554566,0.8649471031884968,0.8649471031884968,0.8649471031884968,0.8564232361554566,0.8576743432697657,0.8463177507208153,0.8649471031884968,0.8649471031884968,0.846145039397159,0.142988,0.139928,0.139551,0.142314,0.137944,0.137861,0.138029,0.138391,0.155302,0.141831,0.138542,0.138381,0.139061,0.13833,0.139506,0.137986,0.141948,0.142913,0.138435,0.137804,0.143585,0.138288,0.138131,0.138745,0.139586,0.138644,0.142599,0.137806,0.137933,0.13526
T100k.D2k.L50.P20.O0.C6.data,w2v,100,4,0.8714381066199349,0.8714381066199349,0.8714381066199349,0.8714381066199349,0.8714381066199349,0.8167652888186946,0.8714381066199349,0.8714381066199349,0.8714381066199349,0.8714381066199348,0.8714381066199349,0.8714381066199348,0.8614958049835806,0.8714381066199348,0.8714381066199349,0.8614958049835806,0.8714381066199348,0.8714381066199349,0.8714381066199349,0.8714381066199349,0.8714381066199349,0.8714381066199349,0.8714381066199349,0.8714381066199349,0.8714381066199349,0.8714381066199348,0.8714381066199348,0.8714381066199349,0.8714381066199349,0.8714381066199349,0.124222,0.143585,0.14495,0.14496,0.144994,0.142389,0.144946,0.144843,0.145185,0.146482,0.145412,0.145407,0.152579,0.145618,0.149003,0.146831,0.158264,0.145302,0.145192,0.145088,0.14496,0.144844,0.145211,0.145052,0.142541,0.146303,0.142557,0.14558,0.150064,0.151219
T100k.D2k.L50.P20.O10.C6.data,w2v,100,4,0.8691820516844827,0.8412342622986936,0.8400850766892167,0.8413886217162958,0.8412342622986936,0.8691820516844827,0.8595608448621582,0.8400850766892168,0.8412342622986936,0.8412342622986936,0.8691820516844827,0.8412342622986937,0.859560844862158,0.8400850766892167,0.8400850766892168,0.8595608448621582,0.8400850766892167,0.8595608448621582,0.8412342622986937,0.8691820516844828,0.8691820516844827,0.8412342622986936,0.8412342622986936,0.8604121038962935,0.8412342622986936,0.8400850766892167,0.8400850766892167,0.8412342622986936,0.8400850766892167,0.8595608448621582,0.131594,0.14942,0.146418,0.154264,0.146201,0.154229,0.146979,0.147147,0.146283,0.146029,0.150371,0.149835,0.170502,0.175948,0.149093,0.146991,0.146838,0.147113,0.150011,0.147266,0.155026,0.147051,0.146642,0.156878,0.147519,0.152443,0.14665,0.149724,0.150826,0.151168
