dataset,model,emb_dim,nclusters,NMI_01,NMI_02,NMI_03,NMI_04,NMI_05,NMI_06,NMI_07,NMI_08,NMI_09,NMI_10,NMI_11,NMI_12,NMI_13,NMI_14,NMI_15,NMI_16,NMI_17,NMI_18,NMI_19,NMI_20,NMI_21,NMI_22,NMI_23,NMI_24,NMI_25,NMI_26,NMI_27,NMI_28,NMI_29,NMI_30,RT_01,RT_02,RT_03,RT_04,RT_05,RT_06,RT_07,RT_08,RT_09,RT_10,RT_11,RT_12,RT_13,RT_14,RT_15,RT_16,RT_17,RT_18,RT_19,RT_20,RT_21,RT_22,RT_23,RT_24,RT_25,RT_26,RT_27,RT_28,RT_29,RT_30
T100k.D2k.L50.P0.O0.C6.data,Glove,200,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.270896,0.273946,0.271971,0.27191,0.272034,0.270385,0.272911,0.271533,0.272837,0.272126,0.272747,0.272693,0.268827,0.295258,0.271004,0.272317,0.26911,0.27222,0.271149,0.272178,0.272719,0.272782,0.268865,0.272591,0.272202,0.271475,0.271724,0.272305,0.27207,0.271832
T100k.D2k.L50.P0.O10.C6.data,Glove,200,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.284978,0.283895,0.284832,0.283078,0.284872,0.282874,0.282732,0.284355,0.285783,0.285766,0.284603,0.285898,0.285242,0.283366,0.283501,0.283816,0.284971,0.28223,0.283935,0.283116,0.284808,0.283487,0.284187,0.285225,0.283847,0.284272,0.283853,0.286205,0.284635,0.282071
T100k.D2k.L50.P0.O20.C6.data,Glove,200,6,1.0000000000000002,0.9041380590864262,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,0.9086001405922544,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.302182,0.389529,0.302127,0.305153,0.305633,0.305394,0.305334,0.302713,0.302294,0.308181,0.30366,0.306176,0.303826,0.305368,0.305175,0.305234,0.305345,0.30439,0.303476,0.870288,0.312888,0.313055,0.312482,0.312314,0.31242,0.312205,0.312772,0.312386,0.311082,0.312384
T100k.D2k.L50.P0.O30.C6.data,Glove,200,6,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.285249,0.288204,0.285194,0.284762,0.282119,0.287479,0.28313,0.285142,0.284547,0.284193,0.289514,0.285342,0.281401,0.28524,0.280363,0.283783,0.28263,0.285384,0.284609,0.279193,0.277704,0.279622,0.274064,0.278937,0.276547,0.279241,0.27583,0.282036,0.276371,0.281008
T100k.D2k.L50.P10.O0.C6.data,Glove,200,6,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9114297049492616,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.293956,0.291585,0.292324,0.291785,0.29422,0.291913,0.292713,0.291969,0.306374,0.292248,0.292925,0.289415,0.289239,0.293542,0.396183,0.290302,0.292516,0.291033,0.293563,0.288669,0.293623,0.28925,0.291798,0.288709,0.292305,0.293063,0.311846,0.291414,0.292375,0.29326
T100k.D2k.L50.P10.O10.C6.data,Glove,200,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8973863243269599,0.277973,0.289027,0.284178,0.296322,0.281373,0.283727,0.281787,0.280996,0.285317,0.289563,0.282793,0.27979,0.282765,0.28219,0.282438,0.290406,0.278864,0.274535,0.277667,0.278852,0.278344,0.275783,0.278368,0.276201,0.276102,0.277796,0.278235,0.277436,0.275908,0.48775
T100k.D2k.L50.P10.O20.C6.data,Glove,200,6,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,0.29594,0.297953,0.297234,0.294409,0.293748,0.296517,0.298352,0.297136,0.299582,0.2957,0.29919,0.29724,0.298676,0.297884,0.298046,0.297501,0.298059,0.296722,0.29748,0.296479,0.294786,0.29582,0.295675,0.295222,0.299635,0.293731,0.301559,0.297754,0.296467,0.298667
T100k.D2k.L50.P10.O30.C6.data,Glove,200,6,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.267894,0.266439,0.265959,0.268632,0.27015,0.267143,0.268576,0.270046,0.266584,0.267293,0.268998,0.269337,0.268139,0.267482,0.268126,0.267545,0.269136,0.266343,0.268269,0.266229,0.265826,0.270063,0.269181,0.268902,0.267002,0.268997,0.267175,0.266317,0.265725,0.269287
T100k.D2k.L50.P20.O0.C6.data,Glove,200,6,0.9999382820250731,0.9999382820250731,0.9999382820250732,0.9165015587369115,0.999938282025073,0.9999382820250731,0.9999382820250731,0.9999382820250731,0.999938282025073,0.999938282025073,0.9999382820250732,0.9999382820250731,0.9999382820250731,0.9999382820250731,0.999938282025073,0.9999382820250731,0.999938282025073,0.999938282025073,0.999938282025073,0.9088019488790718,0.9999382820250731,0.999938282025073,0.999938282025073,0.999938282025073,0.999938282025073,0.9999382820250731,0.999938282025073,0.9128988375680492,0.9999382820250731,0.999938282025073,0.274287,0.278334,0.275895,0.436522,0.285703,0.287992,0.284808,0.286266,0.285088,0.285195,0.286651,0.284435,0.283635,0.283472,0.285234,0.29544,0.282153,0.294806,0.282548,0.504402,0.281328,0.279664,0.281453,0.287875,0.274917,0.2761,0.284554,0.380964,0.277687,0.275524
T100k.D2k.L50.P20.O10.C6.data,Glove,200,6,0.9997032620901802,0.9997032620901802,0.9997032620901801,0.9997032620901801,0.9997032620901802,0.9997032620901802,0.9997032620901801,0.9997032620901801,0.9997032620901801,0.9997032620901802,0.9997032620901801,0.9997032620901802,0.9997032620901801,0.9997032620901801,0.99970326209018,0.9997032620901801,0.9997032620901801,0.9997032620901802,0.9997032620901801,0.9997032620901801,0.9997032620901802,0.9997032620901801,0.9997032620901802,0.9997032620901801,0.9997032620901801,0.9997032620901801,0.9997032620901801,0.9997032620901802,0.8981685747075638,0.9997032620901801,0.277578,0.275996,0.279465,0.277269,0.2766,0.277474,0.277121,0.273985,0.276798,0.27529,0.274929,0.27836,0.279328,0.277905,0.276834,0.273954,0.276925,0.27825,0.27651,0.275964,0.273707,0.275368,0.277265,0.27476,0.2785,0.275404,0.274622,0.277878,0.433915,0.275818
