dataset,model,emb_dim,nclusters,NMI_01,NMI_02,NMI_03,NMI_04,NMI_05,NMI_06,NMI_07,NMI_08,NMI_09,NMI_10,NMI_11,NMI_12,NMI_13,NMI_14,NMI_15,NMI_16,NMI_17,NMI_18,NMI_19,NMI_20,NMI_21,NMI_22,NMI_23,NMI_24,NMI_25,NMI_26,NMI_27,NMI_28,NMI_29,NMI_30,RT_01,RT_02,RT_03,RT_04,RT_05,RT_06,RT_07,RT_08,RT_09,RT_10,RT_11,RT_12,RT_13,RT_14,RT_15,RT_16,RT_17,RT_18,RT_19,RT_20,RT_21,RT_22,RT_23,RT_24,RT_25,RT_26,RT_27,RT_28,RT_29,RT_30
T100k.D2k.L50.P0.O0.C6.data,Glove,100,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.155561,0.155289,0.155031,0.156047,0.155491,0.154589,0.155159,0.155787,0.153827,0.153057,0.15464,0.161748,0.155748,0.155032,0.154877,0.154881,0.154441,0.153427,0.155698,0.155769,0.15383,0.155637,0.154646,0.154942,0.155568,0.154452,0.153459,0.154765,0.155945,0.155831
T100k.D2k.L50.P0.O10.C6.data,Glove,100,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.162744,0.163745,0.162607,0.163574,0.163298,0.163624,0.163572,0.163632,0.162418,0.164231,0.163453,0.164154,0.163107,0.163778,0.162527,0.163255,0.162916,0.161853,0.163628,0.163549,0.16278,0.163076,0.163332,0.16449,0.164377,0.164316,0.163475,0.162894,0.162273,0.16371
T100k.D2k.L50.P0.O20.C6.data,Glove,100,6,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9081842827869746,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0,0.175803,0.175301,0.174537,0.174584,0.172704,0.175663,0.173958,0.175668,0.334872,0.176489,0.176178,0.175081,0.174801,0.181096,0.17438,0.173374,0.175786,0.174367,0.173208,0.176516,0.176002,0.174228,0.175067,0.177234,0.174442,0.175364,0.175525,0.176348,0.175119,0.176764
T100k.D2k.L50.P0.O30.C6.data,Glove,100,6,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.156997,0.15658,0.156757,0.157165,0.1577,0.157488,0.156049,0.156616,0.15725,0.156325,0.156389,0.159029,0.157238,0.157259,0.158539,0.156965,0.157874,0.156825,0.157636,0.157848,0.157013,0.157705,0.157742,0.158708,0.157976,0.157669,0.157175,0.15858,0.156796,0.156892
T100k.D2k.L50.P10.O0.C6.data,Glove,100,6,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.9999434801742294,0.167963,0.168275,0.16874,0.168237,0.168107,0.174192,0.166931,0.166837,0.168458,0.170096,0.167405,0.168315,0.167158,0.167519,0.178763,0.167454,0.168384,0.168674,0.169278,0.167692,0.167984,0.168282,0.167807,0.174316,0.169656,0.168483,0.168497,0.167754,0.167322,0.169875
T100k.D2k.L50.P10.O10.C6.data,Glove,100,6,0.8994910439858937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.210085,0.158856,0.157908,0.158214,0.15946,0.158389,0.164619,0.158589,0.159226,0.158238,0.158802,0.158536,0.158746,0.159078,0.158686,0.159306,0.157895,0.158332,0.158689,0.160481,0.158907,0.160125,0.160045,0.158343,0.158895,0.159843,0.160018,0.159203,0.159605,0.159572
T100k.D2k.L50.P10.O20.C6.data,Glove,100,6,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0,0.9038312786719357,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.17035,0.172345,0.178212,0.172737,0.170151,0.172726,0.20975,0.170806,0.172607,0.173152,0.170787,0.171847,0.176351,0.171904,0.171753,0.171073,0.172142,0.170654,0.170667,0.170102,0.171292,0.170562,0.171188,0.171542,0.171564,0.170428,0.170757,0.171242,0.171173,0.17062
T100k.D2k.L50.P10.O30.C6.data,Glove,100,6,1.0,1.0000000000000002,1.0,0.9104810542616242,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.148533,0.149591,0.151417,0.277132,0.148224,0.14963,0.149971,0.148969,0.149569,0.148942,0.149065,0.149041,0.149295,0.149391,0.150502,0.149986,0.149564,0.149956,0.149574,0.149351,0.148992,0.149899,0.15053,0.148361,0.148477,0.150272,0.149636,0.150075,0.149156,0.148692
T100k.D2k.L50.P20.O0.C6.data,Glove,100,6,0.9999382820250731,0.999938282025073,0.999938282025073,0.9036340906260482,0.9999382820250731,0.999938282025073,0.9999382820250731,0.9999382820250731,0.9999382820250731,0.9066387068649149,0.9999382820250731,0.9999382820250731,0.999938282025073,0.999938282025073,0.9999382820250731,0.9999382820250731,0.999938282025073,0.999938282025073,0.999938282025073,0.999938282025073,0.9999382820250731,0.9999382820250731,0.999938282025073,0.999938282025073,0.999938282025073,0.9999382820250731,0.9999382820250731,0.999938282025073,0.9999382820250731,0.9999382820250732,0.157274,0.156533,0.156764,0.257549,0.158495,0.156562,0.157528,0.156151,0.155771,0.209965,0.156955,0.156766,0.156206,0.156402,0.156849,0.15731,0.157007,0.156767,0.156554,0.156957,0.157492,0.158576,0.156128,0.156609,0.158045,0.159072,0.155076,0.157108,0.157596,0.158821
T100k.D2k.L50.P20.O10.C6.data,Glove,100,6,0.9997569550653445,0.9997569550653443,0.8854426430279962,0.9997569550653442,0.9997569550653445,0.9997569550653442,0.9001968694166261,0.9997569550653443,0.9997569550653442,0.9997569550653442,0.9997569550653445,0.9997569550653443,0.9997569550653443,0.9997569550653443,0.9997569550653443,0.9997569550653442,0.9997569550653443,0.9997569550653442,0.9997569550653442,0.9997569550653442,0.9997569550653443,0.9997569550653445,0.9997569550653442,0.9997569550653443,0.907261499934182,0.9997569550653442,0.9997569550653442,0.9997569550653445,0.9997569550653442,0.9997569550653443,0.157362,0.158361,0.209848,0.15795,0.156831,0.158517,0.245021,0.157157,0.157823,0.157523,0.157699,0.159067,0.157815,0.157261,0.15795,0.157351,0.156169,0.158282,0.155463,0.158939,0.15759,0.158821,0.157705,0.157982,0.188631,0.162074,0.15942,0.1583,0.166248,0.158836
