dataset,model,emb_dim,nclusters,NMI_01,NMI_02,NMI_03,NMI_04,NMI_05,NMI_06,NMI_07,NMI_08,NMI_09,NMI_10,NMI_11,NMI_12,NMI_13,NMI_14,NMI_15,NMI_16,NMI_17,NMI_18,NMI_19,NMI_20,NMI_21,NMI_22,NMI_23,NMI_24,NMI_25,NMI_26,NMI_27,NMI_28,NMI_29,NMI_30,RT_01,RT_02,RT_03,RT_04,RT_05,RT_06,RT_07,RT_08,RT_09,RT_10,RT_11,RT_12,RT_13,RT_14,RT_15,RT_16,RT_17,RT_18,RT_19,RT_20,RT_21,RT_22,RT_23,RT_24,RT_25,RT_26,RT_27,RT_28,RT_29,RT_30
T100k.D2k.L50.P0.O0.C6.data,w2v,100,16,0.7905793770729581,0.786866721262354,0.7885666328553033,0.7900383523770256,0.7916852704619354,0.784914993894747,0.8002368921822067,0.7948184198023721,0.7963369400273572,0.784473171015543,0.7882263758796725,0.7883137244686125,0.8022170611010236,0.7891101125002935,0.7909757975423665,0.7905177033538954,0.7906439389190189,0.7977741139363252,0.7913616589424539,0.8004191286457568,0.7943692448181038,0.7992695962924339,0.7859646298820582,0.7877868600771851,0.7906485300597078,0.7995905055412057,0.7878493233241725,0.790581520281542,0.7877931628565862,0.7868133601995043,0.490776,0.53783,0.830922,0.56833,0.578125,0.54511,0.77646,0.715941,0.570181,0.601192,0.622296,0.81452,0.621927,0.641205,0.605767,0.614933,0.531568,0.586509,0.567862,0.569027,0.735418,0.60832,0.70489,0.56121,0.562982,0.567439,0.595301,0.535336,0.566843,0.812357
T100k.D2k.L50.P0.O10.C6.data,w2v,100,16,0.7990737651662717,0.7868507516800655,0.7836478239154404,0.7832909273648385,0.7861671856520488,0.7886886893784952,0.7839958999487401,0.7870757506976115,0.8009131372829806,0.7872730647900719,0.7842583577144263,0.794737398450428,0.7888504171379656,0.7932911390966663,0.7868115889253111,0.7941890739546869,0.8022270399867273,0.7996249141037278,0.7890997641411795,0.7918259915833407,0.7928435731065124,0.7896404510859345,0.7966270308960864,0.787387352861491,0.7914098036814035,0.8000666835477479,0.7878366928082038,0.786357709962277,0.7928080123038354,0.7837426697889062,0.592578,0.533639,0.622412,0.488565,0.97416,0.516513,1.043144,0.653862,0.606937,0.59048,0.65992,0.53175,0.510826,0.890135,0.51688,0.906533,0.63682,0.549195,1.16355,0.734466,0.536008,0.59045,0.793159,0.595429,0.528746,0.806089,0.522999,0.532855,0.608815,0.461999
T100k.D2k.L50.P0.O20.C6.data,w2v,100,16,0.7947335431794114,0.8191494929068985,0.7857103790015102,0.7924780826229427,0.7885677362255813,0.7875269909062775,0.7905414960622551,0.7924185906882661,0.7912159971077901,0.7828544647935503,0.790622716217913,0.7828179413899723,0.7820839481715971,0.7862664095451388,0.7862044496417938,0.7914131790304612,0.7942874743319441,0.7898827148650268,0.7871896237701794,0.7901669726302702,0.7883130654835963,0.7911368932890063,0.7842932475482444,0.7931599898949296,0.7907858798612366,0.7820287150905987,0.7883933647686834,0.7895067802952809,0.7909894792139966,0.7867596884011673,0.738618,0.674823,0.644303,1.161862,0.879706,0.620624,0.618789,0.594057,0.560299,0.507338,0.670372,0.628166,0.520855,0.592737,0.551089,0.752566,0.602316,0.785713,0.789531,0.609665,0.675384,0.741633,0.571547,0.473053,0.5925,0.64412,0.659343,0.767559,0.63695,0.772272
T100k.D2k.L50.P0.O30.C6.data,w2v,100,16,0.7875883764202554,0.7869185352696754,0.7834418555535405,0.7848234556998032,0.7840482568142776,0.7865888456351248,0.7822913016541795,0.7831204269776766,0.7943094355374641,0.7892074803857071,0.7826390619312155,0.7845019241541755,0.7949868391274215,0.7827094723026071,0.785128439949166,0.7879380882803838,0.7975483476896713,0.7873211647751527,0.7911459929639564,0.7912451711687802,0.793588449289375,0.7798815044700216,0.8082964958476064,0.7842942861101022,0.7816469208500136,0.7868329766159093,0.7913094857536719,0.7871097449405967,0.7827752171071174,0.7851311523828878,0.504355,0.565375,0.621137,0.493879,0.573137,0.53529,0.585714,0.726582,0.53592,0.469341,0.645659,0.489988,0.733387,0.832058,0.49306,0.475696,0.810934,0.696329,0.506054,0.564696,0.576153,0.500256,0.571449,0.451214,0.54342,0.4725,0.641886,0.660114,0.562115,0.648037
T100k.D2k.L50.P10.O0.C6.data,w2v,100,16,0.7887430445471825,0.7833612044821655,0.7927273764503794,0.7983434538930222,0.7872003145020019,0.7883732759078577,0.7873521068594813,0.7887530008050071,0.781099183151252,0.8008305799259134,0.7861184309628653,0.7834015589604056,0.7991489094307125,0.7866065903503822,0.7812048663993911,0.7940917742242497,0.7946943310098923,0.7906218083166741,0.798430332985719,0.7865002048338244,0.7975677522798517,0.7846016382734152,0.7886545596155058,0.787109038017926,0.7904618392449003,0.7816820405250299,0.8022992215237967,0.786576952244096,0.7834250707941762,0.781337516071203,0.554021,0.765279,0.607618,0.544224,0.485024,0.490692,0.628363,0.764566,0.5664,0.736794,0.76724,0.718112,0.486617,0.44619,0.695165,0.74608,0.476985,0.607333,0.64653,0.557951,0.604796,0.509302,0.554446,0.729855,0.616028,0.748431,0.70343,0.564134,0.766244,0.582516
T100k.D2k.L50.P10.O10.C6.data,w2v,100,16,0.7961128503960033,0.8009511163178619,0.7958864752433942,0.7856530446220646,0.7842161434312566,0.7937561190991791,0.7851996582942183,0.7961192193094822,0.7960314525627961,0.794531868581156,0.792819166649707,0.7943862923313577,0.7929586463658446,0.7919413623249868,0.7903143416781698,0.7965190090678782,0.7868959811151545,0.7937474222180169,0.7848906988728173,0.7879115271347027,0.7936602544734462,0.7915968256954781,0.7993092140003094,0.7858061234073437,0.7967033656273869,0.7974193688055425,0.7862432706208644,0.7860442169474842,0.7976695018857696,0.7883342057676134,0.748274,0.458704,0.708741,0.542979,0.907215,0.529304,0.811966,0.581231,0.407505,0.504241,0.627759,0.644695,0.485362,0.694768,0.525168,0.460201,0.570139,0.596285,0.651393,0.50888,0.453707,0.577838,0.747237,0.458294,0.471664,0.609175,0.983299,0.547305,0.599656,0.492653
T100k.D2k.L50.P10.O20.C6.data,w2v,100,16,0.7926598132781351,0.7947103469492709,0.7897192089781613,0.8049555620897438,0.7861191581234233,0.7915139285451739,0.7941695707168293,0.788302701635857,0.7895875277512209,0.7887090431383067,0.8007211389559913,0.792036296518986,0.7857401942113679,0.796879210645362,0.7989762017205007,0.794632280895935,0.8022951365696249,0.8089040721194471,0.7915320022301453,0.7959658655552649,0.794074628148505,0.795509143864991,0.7906718886096106,0.7954947094752967,0.8007200333117083,0.8014977455761615,0.7989692307932481,0.8144748691309673,0.7953585846977448,0.8014606869265035,0.550042,0.863782,0.647569,0.633591,0.459308,0.590464,0.595366,0.754207,0.52981,0.564421,0.5304,0.572893,0.572752,0.531297,0.58965,0.662047,0.665295,0.590743,0.548933,0.506717,0.568156,0.628774,0.589572,0.551906,0.47787,0.549076,0.711658,1.144883,0.622457,0.621525
T100k.D2k.L50.P10.O30.C6.data,w2v,100,16,0.7933189150478915,0.8117377677175815,0.7926594751705959,0.7968181382085,0.7953794944670138,0.7884917565709845,0.785674361784259,0.7925828688404053,0.7931480303116434,0.7869224743469442,0.7884699372141478,0.7926526932893941,0.798400998768462,0.8005944958923645,0.7924584054700645,0.7939855750770324,0.789945704490782,0.7953546991870354,0.7896244373659107,0.7906253055956914,0.8015504452160876,0.7966787838985582,0.7936758604142778,0.7869943356653684,0.7923131387357892,0.7992242933202864,0.7858624451815326,0.7884940774632057,0.7872185994810201,0.788694821255432,0.400717,0.793665,0.467828,0.421716,0.502181,0.649055,0.508401,0.460717,0.484073,0.589598,0.418047,0.513201,0.631336,0.430176,0.57788,0.465273,0.480801,0.549008,0.450853,0.480876,0.454562,0.510341,0.465977,0.516234,0.543289,0.466332,0.572599,0.43918,0.474636,0.474515
T100k.D2k.L50.P20.O0.C6.data,w2v,100,16,0.7957660928355977,0.7934664291570822,0.7928395843553268,0.7937821048822392,0.7908943396202898,0.790873743437709,0.7844244679969502,0.786496239269634,0.7935577749252197,0.7926665389900315,0.8003049746296284,0.7907126185723435,0.7980512347444327,0.7963822265901662,0.7971148745152324,0.7869340723661344,0.7955393057461804,0.7937801377336088,0.7837734673401411,0.7836065086776928,0.790190853608471,0.7864000935751448,0.7915604302993894,0.7940882235678791,0.8062615503105947,0.7974410435216731,0.7949681534545098,0.7847946720331778,0.7881640061679349,0.78966865264163,0.635201,0.689527,0.549272,0.692358,0.724908,0.665391,0.602112,0.647297,0.586377,0.62869,0.740736,0.704784,0.585039,0.511988,0.48919,0.644647,0.570933,0.928713,0.582161,0.4886,0.565486,0.693901,0.532254,0.784752,0.650563,0.747936,0.541803,0.582662,0.694394,0.650762
T100k.D2k.L50.P20.O10.C6.data,w2v,100,16,0.7941129867647805,0.783971568462356,0.7972369232801347,0.7859228251602141,0.7890364986077236,0.7893681488355255,0.8090054315828872,0.801706941526848,0.7994925462544384,0.813568423969215,0.7882037232688172,0.8032203156995129,0.7912555862145131,0.790960350380321,0.7996680307133908,0.7856346358613546,0.7945395575531274,0.7946645559328519,0.7973284159425036,0.7940958905471204,0.7856982800371778,0.7876752067509314,0.796837690182435,0.7918019411752503,0.7969538622695562,0.793212357136403,0.785896590549936,0.793562412107221,0.7848156480902964,0.8024334811958471,0.560934,0.531926,0.674281,0.668207,0.540006,0.653283,0.645606,0.606285,0.660736,0.614071,0.655735,0.586119,0.570353,0.455984,0.518914,0.696344,0.792691,0.696809,0.622063,0.545018,0.570938,0.606061,0.515416,0.653339,0.615322,0.546298,0.84645,0.500474,0.706047,0.701675
