dataset,model,emb_dim,nclusters,NMI_01,NMI_02,NMI_03,NMI_04,NMI_05,NMI_06,NMI_07,NMI_08,NMI_09,NMI_10,NMI_11,NMI_12,NMI_13,NMI_14,NMI_15,NMI_16,NMI_17,NMI_18,NMI_19,NMI_20,NMI_21,NMI_22,NMI_23,NMI_24,NMI_25,NMI_26,NMI_27,NMI_28,NMI_29,NMI_30,RT_01,RT_02,RT_03,RT_04,RT_05,RT_06,RT_07,RT_08,RT_09,RT_10,RT_11,RT_12,RT_13,RT_14,RT_15,RT_16,RT_17,RT_18,RT_19,RT_20,RT_21,RT_22,RT_23,RT_24,RT_25,RT_26,RT_27,RT_28,RT_29,RT_30
adult.D97.N48842.C2.num,Glove,50,4,0.1442628350356514,0.14426283503565138,0.14414908921679417,0.10759181402966272,0.1082537104816424,0.10756092380917061,0.10760952330418601,0.1441559157665528,0.14426283503565138,0.10843251089886624,0.10756520503722627,0.10760952330418601,0.1441559157665528,0.10847451867721315,0.1441559157665528,0.14426283503565138,0.10843251089886623,0.14426283503565138,0.14426283503565138,0.11044625960351816,0.10251613821532099,0.11509559958819339,0.10749362734496494,0.1075652050372263,0.10756625748179782,0.10843251089886624,0.14426283503565138,0.1441559157665528,0.14426283503565138,0.1082537104816424,0.058226,0.047868,0.039415,0.043626,0.05967,0.056678,0.041863,0.039473,0.039308,0.044871,0.053116,0.038355,0.037207,0.050993,0.040654,0.041885,0.04187,0.039722,0.04559,0.042894,0.038072,0.040218,0.051604,0.040633,0.051327,0.050087,0.047418,0.039426,0.042258,0.055587
anneal.D73.N898.C6.num,Glove,50,4,0.08737296382694273,0.08505377697381582,0.08737296382694273,0.08510563719352296,0.08832988782006704,0.08832988782006702,0.08832988782006702,0.08575656076524504,0.08737296382694275,0.08510563719352296,0.08575656076524504,0.08832988782006704,0.08510563719352296,0.08530404175901524,0.08530404175901522,0.08832988782006702,0.08575656076524504,0.08575656076524504,0.08832988782006702,0.08505377697381582,0.08737296382694273,0.08737296382694273,0.09257193914695093,0.08575656076524504,0.0850537769738158,0.08832988782006704,0.08737296382694273,0.08626457734302086,0.09095189584009031,0.08575656076524504,0.007023,0.002838,0.006021,0.003552,0.003239,0.003949,0.004028,0.006041,0.00298,0.003513,0.003925,0.003721,0.003478,0.003945,0.003002,0.004422,0.004416,0.003498,0.004368,0.003765,0.004865,0.004167,0.003746,0.003991,0.003047,0.003258,0.003511,0.003765,0.003052,0.003447
breast.D20.N699.C2.num,Glove,50,4,0.463557306209113,0.43911226777677315,0.46365963096869145,0.44646349465776664,0.42930525678000275,0.4556410176168168,0.4545638430256488,0.4374466681197262,0.43744666811972616,0.42930525678000275,0.4391122677767732,0.4545638430256488,0.4391122677767732,0.4293052567800027,0.47709382478422707,0.4545638430256488,0.42930525678000275,0.4226987572141151,0.43744666811972616,0.4728621989090624,0.4391122677767732,0.4293052567800027,0.45456384302564873,0.4667030971414012,0.47286219890906234,0.4545638430256488,0.46355730620911295,0.4226987572141151,0.4556410176168168,0.47286219890906234,0.003217,0.001971,0.002361,0.002366,0.00198,0.00196,0.00198,0.001983,0.002376,0.001973,0.001958,0.001976,0.002166,0.001976,0.00278,0.001956,0.001973,0.002167,0.002169,0.00197,0.001978,0.002178,0.001951,0.001965,0.002183,0.001953,0.002175,0.002157,0.002008,0.00218
chessKRvK.D58.N28056.C18.num,Glove,50,4,0.0702607801851878,0.07028970879192097,0.05623857603382437,0.07040392828749528,0.07038292391724948,0.07026078018518779,0.07043106521342281,0.07040363041594805,0.0703941763193227,0.0703941763193227,0.07039417631932268,0.07039417631932268,0.0705826589354175,0.0707729624412106,0.07049675225447866,0.07041257076045739,0.09084334272105161,0.0705728835325701,0.05539575042127351,0.07039417631932268,0.090835947747851,0.07039417631932268,0.09071600217226411,0.07039417631932267,0.09072320851598183,0.07076312617772397,0.07044272332275232,0.07039417631932268,0.07040363041594808,0.07071899921356574,0.081266,0.041619,0.031133,0.043433,0.029223,0.086491,0.035695,0.037663,0.060437,0.052483,0.035842,0.037194,0.032729,0.029407,0.059952,0.03467,0.038727,0.036736,0.032731,0.04571,0.035152,0.03332,0.03256,0.077062,0.051794,0.029943,0.036817,0.046838,0.042198,0.028872
connect4.D129.N67557.C3.num,Glove,50,4,0.000994360507064324,0.0010209535205502483,0.0010307993198048382,0.0009998443521979353,0.001033009512165031,0.0009945139125775073,0.0009946057432693232,0.0009928464531410554,0.0010261417707668496,0.0009969114605569568,0.0009843618031989691,0.000995381485639103,0.0009882196613498818,0.0010292326357953766,0.0009970572599484894,0.0010007615637456341,0.000994052063492526,0.0010187369726161132,0.0009915022540335102,0.000918019871129707,0.0009940258424434836,0.0010180759332833647,0.0008878060739595299,0.0010223738496671078,0.000994052063492526,0.0009921877288639875,0.0009877165474781041,0.0008842850767842046,0.0010027629234318537,0.001025167837464467,0.110369,0.094417,0.113269,0.113761,0.091817,0.110046,0.115652,0.099721,0.117402,0.126523,0.139525,0.132359,0.126252,0.095877,0.105918,0.094417,0.141143,0.095872,0.132131,0.096081,0.121843,0.112689,0.159872,0.095905,0.131162,0.129251,0.136559,0.096567,0.124866,0.120798
heart.D52.N303.C5.num,Glove,50,4,0.15227968506852813,0.15160233688991456,0.13430919941103864,0.14861404544242013,0.14861404544242013,0.16419068108189983,0.13760648752092527,0.1488159855316829,0.13534381260586673,0.1641906810818998,0.15227968506852813,0.14861404544242013,0.15227968506852813,0.14861404544242013,0.14861404544242016,0.15227968506852813,0.1641906810818998,0.13430919941103867,0.15160233688991454,0.13591805322961908,0.13534381260586673,0.14861404544242013,0.15227968506852815,0.14861404544242013,0.14898832876492119,0.16419068108189985,0.14861404544242007,0.16419068108189983,0.15227968506852813,0.15118814965431754,0.010628,0.002851,0.002311,0.003765,0.00266,0.002837,0.002463,0.002093,0.003569,0.002104,0.002835,0.002295,0.002483,0.003576,0.002288,0.002286,0.004814,0.00399,0.002681,0.002513,0.002317,0.001925,0.002115,0.00544,0.003094,0.004831,0.00295,0.002553,0.004994,0.002317
ionosphere.D157.N351.C2.num,Glove,50,4,0.0594122775789485,0.07292315758638084,0.07807240527763389,0.06430916179523055,0.0775860172659442,0.06430916179523055,0.07698724540873218,0.08285435740709977,0.048569338876006896,0.07170669275371919,0.048569338876006896,0.08256908548023595,0.08507764073709433,0.0749487470257708,0.07807240527763389,0.0749487470257708,0.06430916179523055,0.07807240527763389,0.06430916179523055,0.0749487470257708,0.06430916179523055,0.06430916179523055,0.07356490069402268,0.08324975916351052,0.0793426699955008,0.06430916179523055,0.07279791355105267,0.048569338876006896,0.06430916179523055,0.07807240527763389,0.010324,0.002703,0.00251,0.004995,0.003042,0.002671,0.002662,0.003203,0.003949,0.002703,0.003039,0.002149,0.003251,0.002497,0.003429,0.003054,0.002327,0.003619,0.003611,0.002873,0.004202,0.003205,0.002543,0.003177,0.003438,0.003404,0.001963,0.003245,0.003222,0.003275
iris.D19.N150.C3.num,Glove,50,4,0.7554185866660381,0.8188613989846465,0.7530522968184182,0.751102548660961,0.7909798330492616,0.7554185866660381,0.7554185866660381,0.7784991860931108,0.8340766894022389,0.8188613989846465,0.7558799336488096,0.7660718522234446,0.7554185866660381,0.7702447579182207,0.7554185866660381,0.7511025486609609,0.7797604896740736,0.7797604896740736,0.7547849829927258,0.8188613989846465,0.7554185866660381,0.7541728988066282,0.7806454199319554,0.7697833060204198,0.7738348373704893,0.7724650752216057,0.7554185866660381,0.7554185866660381,0.7558799336488097,0.7554185866660381,0.001764,0.001883,0.002346,0.001572,0.001722,0.001406,0.001409,0.001572,0.001406,0.001719,0.001565,0.001406,0.001568,0.00157,0.001566,0.001562,0.001574,0.00141,0.001568,0.001894,0.001572,0.001568,0.001561,0.001632,0.001607,0.001408,0.001737,0.001726,0.001565,0.001577
led7.D24.N3200.C10.num,Glove,50,4,0.3765070352146655,0.4074024097760628,0.42076723832326746,0.3897566344212831,0.42106564346299147,0.3698513258821082,0.42025350223676766,0.41748893594492603,0.35932119475354424,0.4206403942963782,0.42658716485161186,0.42334944888010206,0.4139129361450949,0.4237536470517786,0.39531185909900146,0.4241578505438803,0.413219219329896,0.4174702801874138,0.4180742820073119,0.40103659034187567,0.40018194473667806,0.43781787290040525,0.41524898708529284,0.418163923704981,0.4249893612471039,0.42911735874429374,0.36484879021243655,0.424989361247104,0.3967668611741537,0.3855140841746146,0.004365,0.00479,0.004402,0.00443,0.004359,0.005471,0.004303,0.00477,0.005476,0.004762,0.004039,0.004712,0.004394,0.004349,0.005414,0.004386,0.004757,0.004034,0.004368,0.004008,0.00438,0.004697,0.005866,0.003993,0.003995,0.005091,0.006066,0.00399,0.005369,0.004753
letRecog.D106.N20000.C26.num,Glove,50,4,0.07570172953271022,0.07574500767295107,0.06449773134546642,0.06449395671174638,0.06447338480546462,0.0761223582191179,0.06449773134546642,0.0648733390946056,0.07574500767295109,0.07606858259213299,0.07596061743350573,0.0648733390946056,0.06474911957369973,0.06487333909460562,0.07612235821911792,0.06449773134546642,0.07631800313195357,0.07612235821911792,0.06483586740709922,0.06449773134546642,0.07574500767295107,0.07571693083611228,0.06449773134546642,0.06486578778145376,0.06482527890822674,0.06487333909460562,0.07600635466772676,0.0648733390946056,0.07613784536166934,0.07570172953271022,0.041655,0.034909,0.022817,0.020597,0.027085,0.02889,0.038641,0.032968,0.042121,0.026026,0.02628,0.034143,0.024542,0.040622,0.031664,0.027849,0.029077,0.027316,0.026812,0.036714,0.03379,0.034466,0.032688,0.023454,0.020099,0.042993,0.023328,0.042125,0.024201,0.043048
