dataset,model,emb_dim,nclusters,NMI_01,NMI_02,NMI_03,NMI_04,NMI_05,NMI_06,NMI_07,NMI_08,NMI_09,NMI_10,NMI_11,NMI_12,NMI_13,NMI_14,NMI_15,NMI_16,NMI_17,NMI_18,NMI_19,NMI_20,NMI_21,NMI_22,NMI_23,NMI_24,NMI_25,NMI_26,NMI_27,NMI_28,NMI_29,NMI_30,RT_01,RT_02,RT_03,RT_04,RT_05,RT_06,RT_07,RT_08,RT_09,RT_10,RT_11,RT_12,RT_13,RT_14,RT_15,RT_16,RT_17,RT_18,RT_19,RT_20,RT_21,RT_22,RT_23,RT_24,RT_25,RT_26,RT_27,RT_28,RT_29,RT_30
adult.D97.N48842.C2.num,w2v,200,8,0.1271514366923757,0.11702028525386471,0.12447669675591924,0.11222858106733367,0.12241311780200917,0.12240516718322256,0.11781744102613234,0.1192506771412577,0.12231902128993849,0.13587423549128766,0.12074116607814661,0.1207470604360307,0.11639307841170228,0.1167807203059165,0.11809805401177897,0.11643926562252722,0.12072682740527378,0.12022516682950117,0.11464161740574146,0.11941036365903439,0.11400020112272753,0.11647158444500427,0.12863593112832292,0.12555043406101377,0.11653825166085899,0.11960906049340093,0.12064836947714494,0.11978569625103269,0.11668778929013461,0.1203219656386905,0.260346,0.220514,0.231971,0.218549,0.213911,0.197838,0.236576,0.278465,0.22304,0.207742,0.212692,0.203862,0.223334,0.25162,0.260071,0.244088,0.206879,0.305743,0.214633,0.309947,0.212289,0.288284,0.319126,0.24077,0.214265,0.216182,0.218407,0.228789,0.22799,0.21553
anneal.D73.N898.C6.num,w2v,200,8,0.26460834233628755,0.16117779164161855,0.1607850161450245,0.2802006530149022,0.2598980888252717,0.2730563790720492,0.3335833041946789,0.2680613071215598,0.28693407067301346,0.25754513813363233,0.25990061551242927,0.2887950258922544,0.26508450242863646,0.17390614566809365,0.3281974155214771,0.2936659720965873,0.2616014636818993,0.23053542159222012,0.26920385622314125,0.2821385784360897,0.26371892065238384,0.2759292535040295,0.19125550129192442,0.2583031754144153,0.2921271485123994,0.26042582672499387,0.2713860260519775,0.2928520845456881,0.2869563529879844,0.3126198891529099,0.007041,0.007716,0.006325,0.006228,0.010085,0.008438,0.009618,0.009314,0.011854,0.008906,0.014679,0.012356,0.017264,0.008041,0.015882,0.00795,0.008651,0.012134,0.006676,0.006573,0.008314,0.007971,0.006869,0.007506,0.006898,0.007324,0.008554,0.007205,0.006584,0.007567
breast.D20.N699.C2.num,w2v,200,8,0.3758611836962227,0.3804071154218002,0.37935590917949047,0.3795898203243094,0.3760421119668207,0.3760421119668207,0.37408212926914647,0.37958982032430943,0.3649304113066959,0.37748437244512,0.38063997993573323,0.38066536701651577,0.40166758121386975,0.37748437244511995,0.36966657224254035,0.38231698458043706,0.37028030555774943,0.3795658081639286,0.3696665722425403,0.36966657224254035,0.3649304113066959,0.37122884961188396,0.37748437244512,0.3740821292691466,0.3806653670165156,0.40540279314314454,0.36842737133797854,0.37122884961188396,0.38066536701651565,0.37748437244512,0.004572,0.00517,0.005476,0.004844,0.005133,0.005435,0.005145,0.005136,0.005139,0.004533,0.00485,0.004825,0.005455,0.00545,0.005111,0.004835,0.00514,0.005144,0.00485,0.004523,0.00453,0.005137,0.005451,0.004834,0.004538,0.005117,0.004527,0.004824,0.004819,0.004859
chessKRvK.D58.N28056.C18.num,w2v,200,8,0.11025540114595996,0.11664349778828474,0.11984765668727469,0.11984765668727466,0.11612937176183684,0.12970198935994637,0.11659554936447886,0.12823134874735934,0.11985911596546259,0.11983381314125519,0.1198502820668921,0.12681588683570802,0.127336354625932,0.11983258394197302,0.12681588683570805,0.127336354625932,0.11664349778828477,0.11615821459531134,0.11612765827988415,0.12733635462593204,0.11612937176183684,0.11664349778828474,0.11983258394197303,0.12681588683570805,0.11769127059200654,0.12733635462593199,0.12733635462593199,0.12681588683570805,0.1161086325688579,0.12681588683570805,0.097864,0.179038,0.115421,0.115069,0.124561,0.137765,0.117283,0.110604,0.132028,0.123433,0.126939,0.10955,0.104874,0.106328,0.115282,0.098009,0.179726,0.168345,0.115451,0.116059,0.118166,0.184556,0.122576,0.104214,0.110987,0.113055,0.110948,0.100322,0.122349,0.111224
connect4.D129.N67557.C3.num,w2v,200,8,0.0030488702390381547,0.003054624244703122,0.0030482629778058753,0.002907175239167687,0.0028340381517768503,0.0028340381517768507,0.0028340381517768507,0.0026602344629421976,0.003054624244703122,0.003054624244703122,0.003046285375381635,0.002833271589604196,0.002833271589604196,0.0028340381517768507,0.002833131247638884,0.002907175239167687,0.0028340381517768503,0.002908661999151152,0.0029103323840898947,0.0029103323840898947,0.003054624244703122,0.0029125618532234586,0.0029125195767430944,0.002912561853223458,0.002833271589604196,0.0028811562664252974,0.0029104243005123043,0.003057164447811122,0.0022961571339967872,0.0030463420908936377,0.357165,0.378085,0.332154,0.337661,0.594785,0.599054,0.501116,0.349504,0.476554,0.433068,0.390824,0.610164,0.520043,0.634993,0.430234,0.362806,0.645811,0.334792,0.348455,0.330839,0.406508,0.403619,0.359651,0.540835,0.483256,0.367858,0.313718,0.340802,0.356531,0.39977
heart.D52.N303.C5.num,w2v,200,8,0.2479663575695154,0.23701422736468003,0.2457204556138055,0.2436325404124999,0.23680830154001553,0.2515755612955837,0.23979872091470678,0.2326763479347359,0.23756901579215123,0.23182818765271157,0.2502554895956502,0.25089146754605607,0.23789153729095583,0.2569993002429346,0.2462735732431366,0.23766617683655494,0.23485627798383346,0.24495059363540553,0.24384648600610379,0.2579853086339066,0.24962631565080112,0.25472943870312403,0.23753028767464238,0.23299857200923554,0.26672073018476583,0.23783085831548095,0.25850290548235016,0.24824998054437766,0.2460768044075692,0.24003552356744443,0.014342,0.014384,0.0052,0.005776,0.004984,0.005245,0.004936,0.006618,0.005263,0.004935,0.005592,0.005599,0.004686,0.005836,0.005255,0.004963,0.008087,0.005517,0.004956,0.004739,0.009853,0.004425,0.005017,0.008053,0.006091,0.005539,0.005263,0.004725,0.008087,0.013623
ionosphere.D157.N351.C2.num,w2v,200,8,0.27014666041300966,0.25882453137197653,0.2745052103172515,0.26724262558876605,0.25878383209241396,0.2427506663037047,0.26899085520001603,0.26481308707886775,0.2543758260761416,0.2661213392487086,0.2609242362133953,0.2675459810766341,0.23751230386246117,0.28393601383782185,0.2590631419358192,0.25370489712662125,0.2529265198854216,0.28160030561189187,0.26756770556784554,0.25881932920120815,0.25783290147121385,0.2571604536703378,0.23101558603541913,0.2676286305035247,0.23419059232278183,0.2584432313509914,0.2530990812000558,0.25844323135099145,0.2793461837730709,0.27336290937098506,0.006156,0.006406,0.005582,0.009285,0.00445,0.005325,0.004466,0.004174,0.005021,0.006432,0.004734,0.004454,0.005537,0.005278,0.005829,0.004766,0.00531,0.007834,0.00559,0.005024,0.004759,0.005857,0.005262,0.007222,0.004187,0.004978,0.004463,0.005546,0.00575,0.011955
iris.D19.N150.C3.num,w2v,200,8,0.659089016204998,0.6819469338221735,0.6722704251022156,0.6578986514050562,0.6700865636466197,0.6669378481997221,0.6498087106917638,0.6469086319911836,0.6578986514050561,0.6528214022673652,0.6993508477111365,0.6428095609846953,0.6626637346112001,0.6533109095233121,0.6216199738874992,0.6661484413374458,0.6723452255425466,0.6168685767572222,0.6590890162049983,0.6533109095233121,0.6379743195880869,0.6481736758732825,0.6441903221530296,0.6239235399703256,0.6671577054703531,0.660407564109731,0.6145676548490452,0.6533109095233122,0.6710961128136443,0.6661128991489494,0.00343,0.003429,0.00317,0.003172,0.003871,0.003629,0.002959,0.003178,0.003181,0.003408,0.003163,0.00318,0.002933,0.003412,0.003173,0.003186,0.002944,0.003189,0.003402,0.003647,0.003178,0.003184,0.003173,0.003432,0.003175,0.003413,0.003643,0.00318,0.003172,0.003179
led7.D24.N3200.C10.num,w2v,200,8,0.4799354519973599,0.4428581661407637,0.4580438990652335,0.46373171203300906,0.44479013164459413,0.45478393645816856,0.49195620923849775,0.46512400454011416,0.4766669821216577,0.45532718102465813,0.44869258902133347,0.4667760620462164,0.4525523181454823,0.46551748622173794,0.4597558228066527,0.4566943704647485,0.47652891897996935,0.4436771421380028,0.47442952588620985,0.477283369288791,0.46384039852991676,0.44939217725967545,0.4552014237244537,0.4219141231569076,0.46152692332691314,0.4727036676634637,0.49195620923849764,0.4796384567413966,0.4956641112294632,0.4571144323345971,0.015589,0.013923,0.017645,0.01504,0.014951,0.014459,0.01498,0.015624,0.01555,0.01505,0.015071,0.015029,0.016202,0.015221,0.015039,0.01624,0.013836,0.015548,0.014406,0.015075,0.014997,0.014063,0.014437,0.014779,0.01616,0.015707,0.01625,0.015662,0.015662,0.014599
letRecog.D106.N20000.C26.num,w2v,200,8,0.13625670688270813,0.12312414652921884,0.1331073445644349,0.13498227978123634,0.12660958765188643,0.12318979389746318,0.12353528115114074,0.12346597308780277,0.1381724140712222,0.12369637075562502,0.13364767680583364,0.1191830522187158,0.12353528115114075,0.12371032137216847,0.12491548661616707,0.13652815597734488,0.1369401316365374,0.13284219587217733,0.1365404204512349,0.13339048719390792,0.124818091759397,0.12353528115114074,0.13849446293134993,0.12346597308780277,0.14198899761468414,0.1327239846769187,0.13923190756030498,0.14091900399667334,0.13754462446369964,0.12346796108770884,0.105949,0.138019,0.124435,0.116282,0.137607,0.107774,0.118279,0.140536,0.12164,0.094649,0.15022,0.113312,0.156907,0.118916,0.117672,0.150115,0.093003,0.136463,0.105038,0.11816,0.11417,0.108798,0.108503,0.146655,0.157292,0.094705,0.148752,0.191575,0.151761,0.137479
