dataset,model,emb_dim,nclusters,NMI_01,NMI_02,NMI_03,NMI_04,NMI_05,NMI_06,NMI_07,NMI_08,NMI_09,NMI_10,NMI_11,NMI_12,NMI_13,NMI_14,NMI_15,NMI_16,NMI_17,NMI_18,NMI_19,NMI_20,NMI_21,NMI_22,NMI_23,NMI_24,NMI_25,NMI_26,NMI_27,NMI_28,NMI_29,NMI_30,RT_01,RT_02,RT_03,RT_04,RT_05,RT_06,RT_07,RT_08,RT_09,RT_10,RT_11,RT_12,RT_13,RT_14,RT_15,RT_16,RT_17,RT_18,RT_19,RT_20,RT_21,RT_22,RT_23,RT_24,RT_25,RT_26,RT_27,RT_28,RT_29,RT_30
adult.D97.N48842.C2.num,w2v,50,8,0.121051083699862,0.12137707518419845,0.1170967220831121,0.12267160394345833,0.1250065433977072,0.11642049519000844,0.1253584147542891,0.11714728678625683,0.121051083699862,0.11871169703814481,0.12482667798729793,0.1215780479909725,0.117689744318489,0.12414130943624943,0.11961753038872254,0.12271885349844358,0.1202350615484737,0.12157075062631104,0.12486834121904643,0.12881708288581942,0.11632763430556552,0.11768569763127622,0.12871942337332143,0.11773439498748649,0.12105461398455439,0.12497399881136798,0.1131366250468733,0.12265596471857808,0.12542495922729668,0.12157112218380274,0.095764,0.122087,0.087554,0.093594,0.098188,0.087582,0.121492,0.09177,0.12427,0.116965,0.087526,0.096409,0.092821,0.091488,0.100348,0.141769,0.125937,0.093411,0.081268,0.105852,0.093365,0.10099,0.084782,0.082715,0.091019,0.080125,0.095314,0.095008,0.08192,0.080971
anneal.D73.N898.C6.num,w2v,50,8,0.27181434450907893,0.2632513079286456,0.2676193628394378,0.2946908400676826,0.251638106212356,0.24018333969292682,0.2929223951549705,0.3090847655169284,0.30688990517735615,0.2687985445682005,0.2901030102966991,0.26519519491969906,0.31043554706585735,0.30039189422961315,0.3008677098829893,0.3131488902656634,0.26991633750269234,0.30126869390050814,0.2686870671916782,0.322244762314355,0.2832794836672495,0.17138308402874133,0.2754150815261776,0.268626714933592,0.3170318652633485,0.2637429185093875,0.19519135967180892,0.16778342301791233,0.29528090466530826,0.17706444282986436,0.009815,0.007098,0.00772,0.007605,0.008384,0.006632,0.006753,0.009261,0.007142,0.00809,0.005562,0.006147,0.00701,0.00691,0.007055,0.006081,0.007549,0.00894,0.005233,0.008951,0.004654,0.00588,0.005584,0.005553,0.006135,0.007748,0.007002,0.006197,0.009036,0.006107
breast.D20.N699.C2.num,w2v,50,8,0.38063997993573334,0.402771232404814,0.37729730233955366,0.37443981391190434,0.4054027931431447,0.3854948204507164,0.37729730233955366,0.405343736547701,0.37350878909341456,0.36966657224254035,0.3742424537451583,0.36685940366706266,0.37260851844350423,0.3696665722425403,0.37260851844350434,0.37443981391190434,0.37774855458594514,0.3744398139119043,0.37729730233955366,0.37627904461236994,0.40014562763442224,0.38040711542180017,0.38066536701651565,0.37122884961188396,0.40540279314314454,0.378878933960162,0.3777485545859452,0.36816994020707755,0.40014562763442224,0.3744398139119044,0.003764,0.003764,0.00323,0.003721,0.00372,0.003474,0.00375,0.003735,0.003744,0.00347,0.00376,0.003474,0.003992,0.003483,0.003476,0.003467,0.003793,0.003756,0.003718,0.003759,0.003505,0.003238,0.003721,0.003495,0.00372,0.00349,0.003736,0.003248,0.003712,0.003475
chessKRvK.D58.N28056.C18.num,w2v,50,8,0.11770558820748236,0.11987102925381887,0.1198492119746617,0.1198492119746617,0.12682461539915016,0.1296952555710223,0.11984970743844546,0.12682461539915013,0.11989133702574895,0.1251688241910807,0.11770558820748236,0.11657253010356988,0.1198492119746617,0.12736603489231044,0.1198709198106168,0.1198709198106168,0.1198492119746617,0.1198479863748201,0.11986796301753228,0.12516819874683638,0.11667269471483249,0.12372258226577791,0.12682461539915016,0.11984921197466171,0.12734511044962188,0.1198709198106168,0.1198492119746617,0.12684547456783798,0.1198710292538189,0.1268246153991501,0.048252,0.049707,0.065006,0.056168,0.049763,0.058143,0.053446,0.046899,0.049395,0.054778,0.054797,0.053259,0.060811,0.051786,0.060472,0.050798,0.057537,0.063432,0.054136,0.05035,0.063833,0.049807,0.04187,0.061868,0.044769,0.047482,0.059203,0.049179,0.050621,0.050731
connect4.D129.N67557.C3.num,w2v,50,8,0.0028011484920453947,0.002791685324421634,0.002928293570977364,0.002681609672593815,0.002915681207986606,0.0027565666954372714,0.002754008927242671,0.002922935807917902,0.00268352576766647,0.002682825930863731,0.0026816096725938154,0.0029350427733138345,0.002746295724408565,0.0026829721999796817,0.002920570000492249,0.00289597253160534,0.002756150947458179,0.0029216317120379343,0.002682140471752174,0.002911358235086166,0.0027540089272426707,0.0026828259308637305,0.002800589432935382,0.0027457656684428578,0.0026816096725938154,0.0029229358079179025,0.0027540089272426707,0.002889650190425819,0.0029169958945461888,0.0027564079849346813,0.213549,0.132375,0.17172,0.237592,0.136827,0.203575,0.191343,0.206546,0.148237,0.325385,0.217485,0.146831,0.145982,0.195412,0.147678,0.12861,0.13184,0.140777,0.202516,0.205111,0.205973,0.225984,0.186678,0.19304,0.262396,0.188846,0.190252,0.169136,0.207755,0.188446
heart.D52.N303.C5.num,w2v,50,8,0.24534209374441213,0.2363941231289196,0.2603619558980635,0.24276690149883118,0.2428857441932583,0.25318814655490113,0.24217437533196226,0.25744873696859305,0.24102578847007117,0.24353177771182907,0.2569917664549628,0.24105619857210178,0.2505986265685972,0.23830838241943625,0.2501260132056674,0.23745699564539477,0.2406668328506113,0.2473618569682257,0.24417052131979136,0.24284262314879998,0.2546871831642023,0.2377303610633475,0.21817152856099314,0.2564497302703048,0.24840047237260235,0.24185802447619537,0.24381068141680998,0.2419081801815364,0.25622022914185577,0.25206075953461893,0.012309,0.005889,0.008411,0.004294,0.003833,0.007999,0.005992,0.004948,0.007392,0.004068,0.005311,0.004529,0.005423,0.005506,0.006372,0.008261,0.010418,0.004308,0.004758,0.004109,0.004771,0.004524,0.004057,0.00453,0.004547,0.003846,0.004984,0.004067,0.004088,0.004299
ionosphere.D157.N351.C2.num,w2v,50,8,0.25607941496328873,0.2430490715848484,0.2572733808379899,0.28018873023847346,0.2502004265821617,0.2511208097229846,0.27363662055518867,0.2728778181415698,0.24553960580143544,0.24959236146378785,0.24681944249714508,0.2580313981234885,0.24007588475451203,0.25315148123787373,0.2518051272338119,0.2650312577569911,0.26251229201036697,0.25690081198439246,0.2695562506078519,0.24973669873645168,0.24957192933146638,0.25345338640236065,0.236108527853789,0.2599508079741251,0.24511188536449371,0.2623644457315993,0.24859870291186706,0.26759446721000446,0.24963721997224725,0.2582554640309992,0.008742,0.005937,0.009381,0.010561,0.004297,0.004327,0.00408,0.004513,0.003383,0.004325,0.004536,0.004956,0.004159,0.003598,0.003745,0.003612,0.004727,0.004305,0.003598,0.004066,0.005027,0.007732,0.011467,0.007698,0.003597,0.003594,0.004048,0.003612,0.004304,0.00499
iris.D19.N150.C3.num,w2v,50,8,0.6331121399767782,0.6610493780768044,0.6298391879577888,0.6993673184918888,0.6445296942688322,0.6534623959466992,0.6416565183722165,0.6658406669997097,0.6372955207202198,0.6626637346112001,0.6575663336044855,0.6298391879577888,0.6740462806490443,0.6844717966482353,0.6491976305775947,0.6298391879577886,0.6626637346112001,0.6215978636983741,0.6391931630701795,0.6641696726058396,0.6666988671087019,0.6641696726058397,0.6593970539865299,0.6681108813209057,0.6578986514050562,0.6744061204418133,0.6298391879577886,0.6274312516305611,0.6583653412678344,0.6622404498746651,0.003013,0.002782,0.002792,0.002793,0.002783,0.002786,0.002985,0.002777,0.00279,0.002973,0.002982,0.002779,0.002785,0.002577,0.002985,0.002987,0.003176,0.002798,0.00278,0.002778,0.002779,0.002986,0.002789,0.00278,0.002966,0.003384,0.003055,0.002844,0.003381,0.002789
led7.D24.N3200.C10.num,w2v,50,8,0.4645768345517714,0.4700219197558296,0.4542177767303628,0.48599455471705005,0.44324534075207067,0.47677405830315067,0.46404693173952144,0.4370814516888232,0.4369951720101516,0.45779909886102377,0.47933170650534357,0.4304245241929726,0.4574146563209918,0.45906457969614617,0.44645960293382925,0.4265399778078062,0.4834697676113075,0.4406753778955796,0.4565953801589443,0.4294836378743061,0.479161154634969,0.4602747066072716,0.44360728510895225,0.44050108304011004,0.4307944098061104,0.464765375287442,0.45808614935821623,0.4539152863427062,0.49606010307865467,0.48647819498064065,0.010202,0.00971,0.007943,0.011558,0.007872,0.007446,0.008333,0.009676,0.007913,0.007946,0.007515,0.007504,0.007918,0.009169,0.010089,0.008372,0.007894,0.008785,0.010517,0.008712,0.008298,0.00742,0.009631,0.008819,0.007908,0.008433,0.008806,0.007453,0.008787,0.008412
letRecog.D106.N20000.C26.num,w2v,50,8,0.13687321132697008,0.14553016101701938,0.12350347900384898,0.12351053545919659,0.13388634416245296,0.1125989774605166,0.12346893758295029,0.11741218549266841,0.14307936462939985,0.12314081474159352,0.13789845203642423,0.14150433175843796,0.13487310149102633,0.1263998824978874,0.12414156850106553,0.1409081972850115,0.14097395508755428,0.12413071717411765,0.11252699861123158,0.12360064278009959,0.13739905056197627,0.13761555074145174,0.13788240776678778,0.1415440055030877,0.12336927785156206,0.12309393214974979,0.14298568241147433,0.12352724309852865,0.12407464935082041,0.12406761770277774,0.053723,0.043091,0.061384,0.049529,0.072316,0.079823,0.052949,0.090338,0.044795,0.057019,0.043717,0.064439,0.060692,0.053553,0.067198,0.053136,0.05695,0.056904,0.047369,0.059783,0.043282,0.060662,0.076127,0.053516,0.050477,0.080903,0.055246,0.043757,0.043944,0.090696
