dataset,model,emb_dim,nclusters,NMI_01,NMI_02,NMI_03,NMI_04,NMI_05,NMI_06,NMI_07,NMI_08,NMI_09,NMI_10,NMI_11,NMI_12,NMI_13,NMI_14,NMI_15,NMI_16,NMI_17,NMI_18,NMI_19,NMI_20,NMI_21,NMI_22,NMI_23,NMI_24,NMI_25,NMI_26,NMI_27,NMI_28,NMI_29,NMI_30,RT_01,RT_02,RT_03,RT_04,RT_05,RT_06,RT_07,RT_08,RT_09,RT_10,RT_11,RT_12,RT_13,RT_14,RT_15,RT_16,RT_17,RT_18,RT_19,RT_20,RT_21,RT_22,RT_23,RT_24,RT_25,RT_26,RT_27,RT_28,RT_29,RT_30
adult.D97.N48842.C2.num,tk,0,4,0.12555885579029583,0.11601133535542911,0.12983501520964388,0.0991555357319428,0.09681396603399799,0.11869082104519753,0.14024152265653092,0.08996798262694805,0.12587648891227657,0.09327001534250254,0.11182140176242239,0.12634325846559855,0.12555885579029583,0.11516473587658584,0.1325102887319921,0.1348121887156445,0.11407879395986427,0.11242018258783444,0.12196839785171279,0.11956144171364377,0.11713668278720334,0.11176006138861393,0.11070219424992889,0.09271003268653243,0.1150202929336372,0.13525920237432298,0.11367527535507331,0.11462555841427569,0.1200435439473298,0.12928507460098781,2.259734,3.728527,3.698948,2.219776,2.211823,1.508484,1.539647,2.207301,3.747687,1.506521,2.23495,2.433014,3.714715,2.205617,2.171711,2.984541,2.967052,2.232568,1.466629,4.477926,4.444837,2.227938,3.722107,2.20808,4.416417,2.272274,2.228036,3.723795,2.952052,1.492308
anneal.D73.N898.C6.num,tk,0,4,0.11660713198935342,0.11997170866515218,0.1430965650188289,0.07785563329115953,0.04527220351715666,0.0740132068823467,0.08332584922869805,0.2576961804516645,0.11216170976979456,0.033580072753717244,0.11451991108297399,0.2632236243083908,0.09327775731576342,0.10313603374930652,0.09428235818780764,0.16013132493178725,0.2473104310151275,0.19575241983664868,0.11163395076035691,0.11074854024453307,0.05591881414524743,0.2876850410721923,0.11193561690032555,0.25123143672511516,0.0917856769077878,0.0917856769077878,0.14251296476053807,0.167357890244158,0.1082857640113439,0.20903284757592272,0.032816,0.032331,0.032737,0.042846,0.057215,0.055295,0.021866,0.032175,0.032572,0.032218,0.042323,0.08908,0.057231,0.033135,0.054079,0.03153,0.033286,0.032459,0.054825,0.032402,0.068076,0.043477,0.065802,0.021874,0.020671,0.042062,0.033897,0.088829,0.033434,0.044027
breast.D20.N699.C2.num,tk,0,4,0.4132114260644937,0.5464752068378128,0.6445204210211551,0.6445204210211551,0.4703709101486942,0.6445204210211551,0.38515674693795154,0.4985845590077539,0.4132114260644937,0.5043025449185059,0.4458866299036152,0.49858455900775384,0.5043025449185059,0.4137397839197666,0.4517024675819607,0.421493295567981,0.383040710117958,0.4132114260644937,0.6445204210211551,0.5043025449185059,0.4080694868426986,0.4985845590077539,0.421493295567981,0.4137397839197667,0.44460451788845695,0.4586489145087593,0.4582785280383811,0.4112192357614416,0.3880655772895641,0.43755490657758184,0.024925,0.010735,0.011213,0.011232,0.010488,0.011048,0.005393,0.016023,0.010612,0.010905,0.01573,0.021575,0.010899,0.010658,0.010705,0.010717,0.016072,0.035321,0.011308,0.010722,0.010437,0.01605,0.010897,0.01077,0.01036,0.010968,0.010752,0.015634,0.015595,0.00535
chessKRvK.D58.N28056.C18.num,tk,0,4,0.030606837307489542,0.053107781555646674,0.05638343681435807,0.028055739011737996,0.04634022600751007,0.052545428275327544,0.021312083852601832,0.030613344648012717,0.021372537757177755,0.04401227513749954,0.04883832663597602,0.04736427472716506,0.032253809662608005,0.046870642392267035,0.01769174604823947,0.034017403341951184,0.03928604594785636,0.05641322280668012,0.04647892247327102,0.04735682296561143,0.034792268938942036,0.024543017673948852,0.04911811639507882,0.048634433754886366,0.03183926644830227,0.055525954444024486,0.04157339870547407,0.014113129168722765,0.03679974442097985,0.018910469870418625,0.531919,1.066021,0.552138,0.78587,0.841628,0.529215,0.781254,0.810119,0.803308,0.788324,1.014699,0.800796,0.565753,0.83609,0.527175,0.770901,1.046407,1.047477,0.810282,0.786465,0.828128,1.060303,1.372906,1.146671,0.792168,0.53278,0.809248,0.880059,0.99249,0.823317
connect4.D129.N67557.C3.num,tk,0,4,0.0033702842372271015,0.0022601195946174986,0.0037170529480948194,0.006845657938461399,0.0037922469450722245,0.004197018867625857,0.001461357256181518,0.003881552068609821,0.0017734192202979024,0.0011435464687118975,0.006765677557291693,0.001510162885591848,0.002436305573327629,0.010203585157775407,0.004767264892595613,0.005357122258466349,0.005508546902368388,0.0025228450618172884,0.005375602015710174,0.0014333096551851542,0.011087781201904795,0.007391393587440834,0.0052774792993941005,0.01156297908958352,0.003972809073329706,0.004248503484856983,0.005573578319018695,0.010743248474440071,0.003285902072782685,0.005084487857116846,6.710031,4.40856,6.684074,8.412562,6.309295,4.437694,17.297722,8.651408,6.176932,8.821505,13.69411,6.729878,6.631977,8.571892,10.91592,8.657921,8.660183,10.604709,6.633751,11.265658,15.36085,8.818543,6.254315,7.100852,15.16232,8.648914,8.843421,8.71735,8.586739,8.794738
heart.D52.N303.C5.num,tk,0,4,0.2029714768023506,0.18764197684112818,0.1855780119868801,0.18146779080965586,0.15676496102673304,0.13445254940583054,0.19138493936268333,0.19344585702265235,0.19503799526637422,0.20955606572922295,0.20054720332005596,0.20290605977677703,0.17309409966335196,0.2468337127650371,0.2075287941160688,0.16783426560200473,0.20068057668412156,0.19785238718395226,0.20640986251137133,0.19970322736143384,0.19160879567789962,0.17359705633765019,0.18628145703311488,0.18538893819596738,0.1655689334807752,0.15583344260602366,0.1950025774888938,0.1713268681189959,0.17657598614115014,0.22506424787022156,0.017606,0.010735,0.018019,0.024792,0.021357,0.010594,0.014234,0.014073,0.017803,0.010975,0.014184,0.010858,0.01068,0.010865,0.010821,0.010657,0.017651,0.032324,0.024507,0.025366,0.014369,0.031431,0.018266,0.014463,0.01428,0.024597,0.014315,0.022173,0.021573,0.021239
ionosphere.D157.N351.C2.num,tk,0,4,0.3418189586757384,0.25593594030033046,0.311905468824526,0.05024112085691263,0.18993027770938795,0.25593594030033046,0.31935746070247634,0.3243215588696984,0.19893543304090036,0.3298128641359435,0.3875908245301292,0.05337017969959279,0.3358241205540005,0.20026763892503,0.32920900362358696,0.3358241205540006,0.40402948800569577,0.29165286826953163,0.3418189586757384,0.29731296143497127,0.33409798889200953,0.19617638233964968,0.3244661490334652,0.24667977828286605,0.33109433950381345,0.3358241205540006,0.3435818252213356,0.18055156560919589,0.3380210877012885,0.3320756091214064,0.04641,0.067158,0.056726,0.045675,0.091692,0.056836,0.100369,0.093375,0.056987,0.079978,0.101605,0.051087,0.034265,0.043535,0.051279,0.060784,0.056739,0.033444,0.050887,0.066394,0.077357,0.042421,0.09409,0.041546,0.077242,0.043141,0.094491,0.059463,0.042725,0.076366
iris.D19.N150.C3.num,tk,0,4,0.7918863111239692,0.7559559252593749,0.7559559252593748,0.7646664087149709,0.8071044224973737,0.7423442837922738,0.727296893610794,0.7554743851389841,0.7706727415010839,0.7442136428458805,0.7918863111239692,0.8071044224973737,0.6693104115621837,0.7339680051840981,0.7918863111239692,0.7559559252593748,0.7549821486288135,0.7300334587944145,0.7600404628537745,0.8071044224973737,0.7554743851389841,0.8071044224973737,0.7336804366512104,0.7918863111239692,0.7918863111239692,0.7554743851389841,0.6693104115621837,0.8071044224973737,0.727296893610794,0.7423442837922738,0.001988,0.004846,0.002891,0.001982,0.002867,0.002878,0.002912,0.00199,0.001951,0.002866,0.001951,0.003847,0.005031,0.001004,0.001925,0.00291,0.002873,0.001951,0.001958,0.002914,0.001967,0.001981,0.003012,0.001948,0.004768,0.002813,0.005052,0.00379,0.00287,0.001993
led7.D24.N3200.C10.num,tk,0,4,0.27712144662394284,0.41232146181013046,0.38082963336659686,0.4213363887216508,0.353256212814733,0.4077286395998128,0.3970225091457729,0.41680884631255066,0.3743698106085133,0.3520574394233049,0.4064723431355649,0.42323518403495763,0.37643391074655574,0.42645764574494116,0.4264576457449412,0.4060184658806062,0.42471068099061127,0.4311316963027082,0.42720928362929267,0.41645498121714225,0.42634550202848226,0.42130708516179816,0.40390396920941607,0.4341656583887877,0.38411874030326304,0.3964977779337655,0.4165957573532557,0.30105388318563264,0.38276976711194965,0.37436981060851326,0.076395,0.077061,0.142409,0.089246,0.074418,0.052965,0.189483,0.116016,0.090744,0.157767,0.112864,0.113799,0.076175,0.140773,0.138521,0.07602,0.064244,0.025296,0.050814,0.088198,0.100536,0.112934,0.114806,0.09912,0.116408,0.103132,0.138384,0.064666,0.076889,0.075477
letRecog.D106.N20000.C26.num,tk,0,4,0.04543746435308002,0.06623733124856199,0.10135544957289565,0.053506720211331224,0.06296450335220144,0.06124083872458411,0.06957115413544776,0.05014853540757783,0.12747060642515046,0.02485643424780578,0.050653575955783924,0.052142781918094974,0.07965687715213361,0.050376373629489976,0.06729411954925006,0.09694002081733363,0.09686929899067008,0.033927645793196654,0.05830207802353951,0.06635066354479516,0.09789525743994294,0.07402532307956279,0.0745478892528258,0.03448443452705145,0.06572656229428311,0.05543259863605969,0.1160270641671025,0.055665855454607824,0.06983671005067829,0.05175510435651723,1.575458,1.687975,1.294878,1.577124,1.268071,2.879706,0.950075,1.226099,1.071942,1.618893,1.296645,0.977009,1.28716,1.609401,0.960651,2.261518,2.49843,2.100725,1.680287,1.641689,2.159493,3.809522,1.656459,5.722575,2.375325,2.639863,2.032517,1.302549,2.333185,1.319439
