dataset,model,emb_dim,nclusters,NMI_01,NMI_02,NMI_03,NMI_04,NMI_05,NMI_06,NMI_07,NMI_08,NMI_09,NMI_10,NMI_11,NMI_12,NMI_13,NMI_14,NMI_15,NMI_16,NMI_17,NMI_18,NMI_19,NMI_20,NMI_21,NMI_22,NMI_23,NMI_24,NMI_25,NMI_26,NMI_27,NMI_28,NMI_29,NMI_30,RT_01,RT_02,RT_03,RT_04,RT_05,RT_06,RT_07,RT_08,RT_09,RT_10,RT_11,RT_12,RT_13,RT_14,RT_15,RT_16,RT_17,RT_18,RT_19,RT_20,RT_21,RT_22,RT_23,RT_24,RT_25,RT_26,RT_27,RT_28,RT_29,RT_30,K_01,K_02,K_03,K_04,K_05,K_06,K_07,K_08,K_09,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30
penDigits.D89.N10992.C10.num,w2v,50,-1,0.6104986714930123,0.6124923723901572,0.6022659093701302,0.6307039557857699,0.5911144771956176,0.597199454771713,0.6159282820466531,0.6067488410069908,0.6147138678784144,0.6053869795039988,0.5882310926775814,0.5958307375151257,0.6128421399533543,0.6055416853854533,0.6053988271657701,0.6282993472409574,0.6073268452925322,0.5891715050440284,0.5850046852438416,0.6180492722025883,0.5894344155702659,0.6158691549905905,0.6213253201851185,0.6211363659150703,0.632366578988155,0.6119306188879207,0.5903341655954608,0.5986666373755153,0.5787973048648666,0.6140166349991564,0.166245,0.122146,0.134193,0.105703,0.08015,0.140432,0.154696,0.158909,0.097626,0.097364,0.115358,0.112084,0.126207,0.072308,0.0938,0.153468,0.102033,0.078173,0.084652,0.179725,0.088269,0.086458,0.111513,0.076037,0.190214,0.100862,0.081147,0.111959,0.111237,0.173405,29,28,32,27,21,21,30,24,27,26,19,23,29,18,24,28,26,22,20,23,22,26,26,21,25,25,21,23,19,28
penDigits.D89.N10992.C10.num,w2v,100,-1,0.6291494950331852,0.624412700464074,0.6116081376485465,0.5933904762809803,0.5940278249898783,0.6000347684821745,0.616603061057135,0.6025229935155927,0.6044330002785138,0.6195013598431456,0.5898607366426356,0.5821850904089728,0.6218877737518173,0.6079741312846276,0.5959666954632549,0.609612065745413,0.6035621911233512,0.5930719916698286,0.5916358249770198,0.5941053904295616,0.5955586412908124,0.5921923851494179,0.6232582434868208,0.6128724091336138,0.5972222391100104,0.6165064058501964,0.6260872171600106,0.5988883033030299,0.614262947635829,0.6099211607518374,0.142898,0.121822,0.138665,0.215692,0.116963,0.119301,0.209665,0.105627,0.128063,0.129538,0.136619,0.171682,0.163635,0.123021,0.098346,0.122989,0.121001,0.081399,0.08842,0.119684,0.111917,0.141252,0.133168,0.101956,0.112075,0.125904,0.213396,0.151608,0.10529,0.214766,29,28,32,27,21,21,30,24,27,26,19,23,29,18,24,28,26,22,20,23,22,26,26,21,25,25,21,23,19,28
penDigits.D89.N10992.C10.num,w2v,200,-1,0.6186082431436046,0.6262859344063391,0.6244277882371941,0.6154771324539388,0.5973073127064297,0.6213226299200988,0.6303695696052832,0.6199361717009976,0.6179692390636424,0.6108143038761695,0.5985259123019536,0.6102117587642292,0.605913267161689,0.5965300397115233,0.6190377497006961,0.6171315254973345,0.622817993004447,0.6137928694120949,0.5881007371039977,0.6172357705916417,0.6057149217774689,0.6064814695360092,0.6201533123746112,0.6040633877187628,0.6052732852782872,0.6151842350952472,0.6104684430351175,0.6068918986724497,0.6170495542164505,0.6200705052859218,0.194754,0.156875,0.298538,0.282634,0.183084,0.138682,0.188153,0.160998,0.181836,0.192684,0.179042,0.172773,0.156244,0.102029,0.235694,0.213311,0.208468,0.152681,0.209604,0.153266,0.24266,0.211519,0.167367,0.138433,0.200065,0.144991,0.156948,0.176342,0.127875,0.329589,29,28,32,27,21,21,30,24,27,26,19,23,29,18,24,28,26,22,20,23,22,26,26,21,25,25,21,23,19,28
penDigits.D89.N10992.C10.num,Glove,50,-1,0.4245528744282788,0.427545129654816,0.4288782341675135,0.4350610458769358,0.3876699990303595,0.38513301847545595,0.4306258052973194,0.41106457890990483,0.42832166188903975,0.4140364198483043,0.38137861821560665,0.4044726361828478,0.4166958662538042,0.383603441418469,0.4080273779815328,0.4187199216425044,0.40475521433444367,0.4000018719687379,0.3998127225668796,0.40325059996658796,0.3990270016643741,0.4144968131765571,0.41065387688467525,0.3916794360971798,0.413505038738281,0.40545436150454794,0.393704409239617,0.4023250693337069,0.38052878654148214,0.4147801038895437,0.101043,0.091213,0.119061,0.08331,0.063543,0.094645,0.104451,0.089233,0.065999,0.107665,0.072043,0.077813,0.106009,0.066698,0.065897,0.077496,0.123121,0.091766,0.107737,0.093375,0.086733,0.111172,0.169491,0.068524,0.097251,0.082681,0.065206,0.088596,0.104134,0.098522,29,28,32,27,21,21,30,24,27,26,19,23,29,18,24,28,26,22,20,23,22,26,26,21,25,25,21,23,19,28
penDigits.D89.N10992.C10.num,Glove,100,-1,0.3795101269179645,0.3788486902191178,0.38029689226735114,0.379784217204369,0.35625774124110776,0.3564924180713021,0.37990990639019695,0.3591732629977746,0.36798956231176877,0.38260257848575974,0.3566191393693849,0.37225043279846914,0.39510616126591597,0.3448722919594296,0.37106946174220057,0.38566344678304193,0.3811395305353962,0.3673441403789103,0.3517725579395785,0.3542861230305682,0.36095722696071936,0.35881841211800103,0.3804973990833357,0.3650029655231092,0.36888249686112534,0.3690403755600107,0.35301807282513686,0.36361379364243485,0.34432362440875985,0.3734877690045781,0.249797,0.165732,0.217918,0.131304,0.068968,0.256237,0.132474,0.136486,0.093046,0.124905,0.139728,0.106849,0.120958,0.08675,0.117487,0.107966,0.173531,0.140192,0.109594,0.171544,0.142597,0.118503,0.107216,0.14273,0.14171,0.087174,0.090474,0.0997,0.099376,0.14814,29,28,32,27,21,21,30,24,27,26,19,23,29,18,24,28,26,22,20,23,22,26,26,21,25,25,21,23,19,28
penDigits.D89.N10992.C10.num,Glove,200,-1,0.31102211639648836,0.3032735347462174,0.3105169273610764,0.3059230879756633,0.29520971117750666,0.29722736573409775,0.3169319051104201,0.29996588873412405,0.31241681432325547,0.306520012026783,0.2916978634527384,0.30825973227039005,0.3111585154133599,0.2738119395706684,0.2952714226094006,0.30916611246232606,0.307811943357187,0.29245577070711765,0.2872089728102555,0.3032387739410062,0.29915219708641866,0.30852337168456617,0.31852672477999533,0.29201357002425055,0.2945584558981501,0.31900865787929267,0.2979941272357443,0.29469133330310143,0.28444389216498234,0.31659441552248724,0.175618,0.228457,0.159267,0.188715,0.196851,0.247603,0.177694,0.158698,0.221514,0.154434,0.173104,0.173803,0.185852,0.159353,0.265681,0.137459,0.197986,0.158932,0.214312,0.175046,0.159616,0.212901,0.180236,0.113212,0.190989,0.17252,0.143897,0.226989,0.277556,0.223542,29,28,32,27,21,21,30,24,27,26,19,23,29,18,24,28,26,22,20,23,22,26,26,21,25,25,21,23,19,28
pima.D38.N768.C2.num,w2v,50,-1,0.0117047447419229,0.0117047447419229,0.014087965218875988,0.017743277773221423,0.014058706289752247,0.009518556565053677,0.01294256733794613,0.025095820666003237,0.017360456165544533,0.07086203210730255,0.014555806922274303,0.013359064337280359,0.08992686271043453,0.0,0.0048016920548849375,0.01314601948256243,0.02426896093016598,0.0048016920548849375,0.009518556565053677,0.0,0.0048016920548849375,0.047118851928637163,0.014604400106716878,0.025177313595124567,0.007755673258477774,0.015351871888663627,0.01485081824152924,0.014527498933187237,0.01792564767164817,0.01668331430429141,0.004604,0.002335,0.003672,0.002886,0.0024,0.001614,0.002401,0.004564,0.003135,0.003133,0.002421,0.003124,0.002629,0.001136,0.001861,0.002912,0.003118,0.001863,0.001874,0.001003,0.002079,0.002066,0.002072,0.003946,0.002971,0.002426,0.002408,0.002851,0.002839,0.001902,2,2,4,3,3,2,4,4,4,4,4,4,3,1,2,4,3,2,2,1,2,2,2,5,2,4,3,3,3,3
pima.D38.N768.C2.num,w2v,100,-1,0.0117047447419229,0.014604400106716878,0.016372014587975686,0.01668331430429141,0.013183713469440916,0.013954754857032493,0.019482660215628812,0.017518908804804854,0.09018331804845381,0.016913928007097068,0.023246105846250573,0.015313047505736402,0.013065468953094397,0.0,0.0117047447419229,0.01361699603726391,0.024851723052249815,0.014604400106716878,0.0117047447419229,0.0,0.0117047447419229,0.0117047447419229,0.0117047447419229,0.01717754199623022,0.0117047447419229,0.025685900460555043,0.014244112059888554,0.024383078649492494,0.01485081824152924,0.013733814798844161,0.0101,0.003353,0.005595,0.002666,0.002672,0.003117,0.00326,0.003504,0.003776,0.002977,0.002981,0.002962,0.00292,0.001183,0.002561,0.002988,0.002417,0.00311,0.002567,0.001167,0.002074,0.00258,0.002592,0.00385,0.00258,0.003252,0.002393,0.003206,0.002925,0.002405,2,2,4,3,3,2,4,4,4,4,4,4,3,1,2,4,3,2,2,1,2,2,2,5,2,4,3,3,3,3
pima.D38.N768.C2.num,w2v,200,-1,0.0117047447419229,0.0117047447419229,0.014710730834555723,0.01355696734314268,0.024373064467344222,0.0514761777510711,0.07164051175016181,0.014710730834555723,0.025722465309696924,0.015496491449279268,0.01907561526691511,0.01782361949069918,0.012549047856003739,0.0,0.014604400106716878,0.013421680480766158,0.012549047856003739,0.00750351230049928,0.0117047447419229,0.0,0.013796002712421228,0.00750351230049928,0.013954754857032493,0.02381924145432215,0.04791525601379812,0.02409536691072889,0.013504735181892392,0.018038735450942523,0.017191104601743324,0.024373064467344222,0.003477,0.002543,0.004272,0.004756,0.004927,0.004987,0.005383,0.004591,0.005421,0.004986,0.004548,0.004557,0.004068,0.001886,0.003651,0.004505,0.004195,0.003398,0.0029,0.001494,0.002552,0.003702,0.005136,0.005092,0.002886,0.004308,0.003581,0.003595,0.003562,0.004292,2,2,4,3,3,2,4,4,4,4,4,4,3,1,2,4,3,2,2,1,2,2,2,5,2,4,3,3,3,3
pima.D38.N768.C2.num,Glove,50,-1,0.12406595544415928,0.05532310640837715,0.12034853030418206,0.10927829192504283,0.1175493084876852,0.12406595544415928,0.12033205870787282,0.11801671944738175,0.12531090565636058,0.11133227347056368,0.11539201962787887,0.12052156472051508,0.06305402736253272,0.0,0.057948778905036205,0.11801458666282301,0.12084033165539212,0.057948778905036205,0.057948778905036205,0.0,0.057948778905036205,0.057948778905036205,0.057948778905036205,0.1088965547253554,0.12406595544415928,0.12123057427746532,0.1072662959740437,0.06305402736253272,0.12659481847456236,0.11742012790803487,0.001859,0.002154,0.002808,0.002792,0.002774,0.001784,0.002601,0.003003,0.003435,0.003436,0.002811,0.003219,0.002803,0.000969,0.002541,0.00261,0.002832,0.002718,0.002533,0.00095,0.002781,0.002519,0.002721,0.002595,0.002042,0.002677,0.003408,0.003608,0.002583,0.003,2,2,4,3,3,2,4,4,4,4,4,4,3,1,2,4,3,2,2,1,2,2,2,5,2,4,3,3,3,3
