dataset,model,dim,exp,acc
chessBig,w2v,50,3,0.49866310160427807
chessBig,Glove,50,3,0.5931372549019608
chessBig,w2v,50,4,0.4841870824053452
chessBig,Glove,50,4,0.5821826280623608
chessBig,w2v,50,4,0.48997772828507796
chessBig,Glove,50,4,0.5942093541202672
chessBig,w2v,50,4,0.48953229398663695
chessBig,Glove,50,4,0.5706013363028953
chessBig,w2v,50,4,0.4962138084632517
chessBig,Glove,50,4,0.5942093541202672
chessBig,w2v,50,4,0.4893048128342246
chessBig,Glove,50,4,0.5904634581105169
chessBig,w2v,50,4,0.4982174688057041
chessBig,Glove,50,4,0.589126559714795
chessBig,w2v,50,4,0.5053475935828877
chessBig,Glove,50,4,0.5762032085561497
chessBig,w2v,50,4,0.49019607843137253
chessBig,Glove,50,4,0.5837789661319073
chessBig,w2v,50,4,0.49153297682709446
chessBig,Glove,50,4,0.56951871657754
chessBig,w2v,50,4,0.4982174688057041
chessBig,Glove,50,4,0.5793226381461676
chessBig,w2v,50,5,0.4904231625835189
chessBig,Glove,50,5,0.5741648106904231
chessBig,w2v,50,5,0.5015590200445434
chessBig,Glove,50,5,0.5861915367483296
chessBig,w2v,50,5,0.4650334075723831
chessBig,Glove,50,5,0.5759465478841871
chessBig,w2v,50,5,0.49888641425389757
chessBig,Glove,50,5,0.5853006681514477
chessBig,w2v,50,5,0.4950980392156863
chessBig,Glove,50,5,0.5833333333333334
chessBig,w2v,50,5,0.49019607843137253
chessBig,Glove,50,5,0.5882352941176471
chessBig,w2v,50,5,0.48262032085561496
chessBig,Glove,50,5,0.5757575757575758
chessBig,w2v,50,5,0.48351158645276293
chessBig,Glove,50,5,0.5784313725490197
chessBig,w2v,50,5,0.48172905525846704
chessBig,Glove,50,5,0.5779857397504456
chessBig,w2v,50,5,0.5115864527629234
chessBig,Glove,50,5,0.5882352941176471
chessBig,w2v,50,6,0.488641425389755
chessBig,Glove,50,6,0.5376391982182628
chessBig,w2v,50,6,0.4908685968819599
chessBig,Glove,50,6,0.5527839643652561
chessBig,w2v,50,6,0.49443207126948774
chessBig,Glove,50,6,0.5461024498886414
chessBig,w2v,50,6,0.488641425389755
chessBig,Glove,50,6,0.5518930957683742
chessBig,w2v,50,6,0.482174688057041
chessBig,Glove,50,6,0.5762032085561497
chessBig,w2v,50,6,0.47549019607843135
chessBig,Glove,50,6,0.5320855614973262
chessBig,w2v,50,6,0.5080213903743316
chessBig,Glove,50,6,0.5490196078431373
chessBig,w2v,50,6,0.4959893048128342
chessBig,Glove,50,6,0.5454545454545454
chessBig,w2v,50,6,0.4946524064171123
chessBig,Glove,50,6,0.5401069518716578
chessBig,w2v,50,6,0.49064171122994654
chessBig,Glove,50,6,0.5597147950089126
chessBig,w2v,50,7,0.48775055679287305
chessBig,Glove,50,7,0.5487750556792873
chessBig,w2v,50,7,0.49888641425389757
chessBig,Glove,50,7,0.5630289532293986
chessBig,w2v,50,7,0.48775055679287305
chessBig,Glove,50,7,0.5612472160356348
chessBig,w2v,50,7,0.4930957683741648
chessBig,Glove,50,7,0.5915367483296213
chessBig,w2v,50,7,0.5031194295900179
chessBig,Glove,50,7,0.5726381461675579
chessBig,w2v,50,7,0.4750445632798574
chessBig,Glove,50,7,0.5503565062388592
chessBig,w2v,50,7,0.48663101604278075
chessBig,Glove,50,7,0.56951871657754
chessBig,w2v,50,7,0.5098039215686274
chessBig,Glove,50,7,0.5757575757575758
chessBig,w2v,50,7,0.4888591800356506
chessBig,Glove,50,7,0.5561497326203209
chessBig,w2v,50,7,0.5133689839572193
chessBig,Glove,50,7,0.5980392156862745
chessBig,w2v,50,8,0.49265033407572384
chessBig,Glove,50,8,0.5741648106904231
chessBig,w2v,50,8,0.4997772828507795
chessBig,Glove,50,8,0.5616926503340757
chessBig,w2v,50,8,0.46815144766146993
chessBig,Glove,50,8,0.5394209354120267
chessBig,w2v,50,8,0.4930957683741648
chessBig,Glove,50,8,0.5639198218262806
chessBig,w2v,50,8,0.49554367201426025
chessBig,Glove,50,8,0.5650623885918004
chessBig,w2v,50,8,0.5106951871657754
chessBig,Glove,50,8,0.5704099821746881
chessBig,w2v,50,8,0.5124777183600713
chessBig,Glove,50,8,0.5721925133689839
chessBig,w2v,50,8,0.5013368983957219
chessBig,Glove,50,8,0.5744206773618539
chessBig,w2v,50,8,0.49153297682709446
chessBig,Glove,50,8,0.5672905525846702
chessBig,w2v,50,8,0.5008912655971479
chessBig,Glove,50,8,0.571301247771836
chessBig,w2v,50,9,0.4801781737193764
chessBig,Glove,50,9,0.5879732739420935
chessBig,w2v,50,9,0.47394209354120265
chessBig,Glove,50,9,0.5706013363028953
chessBig,w2v,50,9,0.49487750556792875
chessBig,Glove,50,9,0.57728285077951
chessBig,w2v,50,9,0.48195991091314033
chessBig,Glove,50,9,0.5817371937639199
chessBig,w2v,50,9,0.5040106951871658
chessBig,Glove,50,9,0.5904634581105169
chessBig,w2v,50,9,0.47593582887700536
chessBig,Glove,50,9,0.5597147950089126
chessBig,w2v,50,9,0.48841354723707664
chessBig,Glove,50,9,0.5958110516934046
chessBig,w2v,50,9,0.48351158645276293
chessBig,Glove,50,9,0.5762032085561497
chessBig,w2v,50,9,0.49910873440285203
chessBig,Glove,50,9,0.5971479500891266
chessBig,w2v,50,9,0.47950089126559714
chessBig,Glove,50,9,0.5744206773618539
chessBig,w2v,100,0,0.5091314031180401
chessBig,Glove,100,0,0.6761692650334076
chessBig,w2v,100,0,0.4779510022271715
chessBig,Glove,100,0,0.644097995545657
chessBig,w2v,100,0,0.49665924276169265
chessBig,Glove,100,0,0.6525612472160356
chessBig,w2v,100,0,0.48685968819599107
chessBig,Glove,100,0,0.6601336302895323
chessBig,w2v,100,0,0.5120320855614974
chessBig,Glove,100,0,0.6706773618538324
chessBig,w2v,100,0,0.4950980392156863
chessBig,Glove,100,0,0.6809269162210339
chessBig,w2v,100,0,0.482174688057041
chessBig,Glove,100,0,0.6639928698752228
chessBig,w2v,100,0,0.4893048128342246
chessBig,Glove,100,0,0.6671122994652406
chessBig,w2v,100,0,0.4910873440285205
chessBig,Glove,100,0,0.6550802139037433
chessBig,w2v,100,0,0.5106951871657754
chessBig,Glove,100,0,0.6622103386809269
chessBig,w2v,100,1,0.489086859688196
chessBig,Glove,100,1,0.5741648106904231
chessBig,w2v,100,1,0.4841870824053452
chessBig,Glove,100,1,0.5657015590200446
chessBig,w2v,100,1,0.488641425389755
chessBig,Glove,100,1,0.5812917594654788
chessBig,w2v,100,1,0.512694877505568
chessBig,Glove,100,1,0.576837416481069
chessBig,w2v,100,1,0.48484848484848486
chessBig,Glove,100,1,0.5472370766488414
chessBig,w2v,100,1,0.4781639928698752
chessBig,Glove,100,1,0.5565953654188949
chessBig,w2v,100,1,0.49910873440285203
chessBig,Glove,100,1,0.5788770053475936
chessBig,w2v,100,1,0.5049019607843137
chessBig,Glove,100,1,0.5944741532976827
chessBig,w2v,100,1,0.483065953654189
chessBig,Glove,100,1,0.5641711229946524
chessBig,w2v,100,1,0.48975044563279857
chessBig,Glove,100,1,0.5779857397504456
chessBig,w2v,100,2,0.49844097995545655
chessBig,Glove,100,2,0.6601336302895323
chessBig,w2v,100,2,0.4801781737193764
chessBig,Glove,100,2,0.6503340757238307
chessBig,w2v,100,2,0.48596881959910915
chessBig,Glove,100,2,0.6730512249443207
chessBig,w2v,100,2,0.4846325167037862
chessBig,Glove,100,2,0.666815144766147
chessBig,w2v,100,2,0.4799465240641711
chessBig,Glove,100,2,0.6510695187165776
chessBig,w2v,100,2,0.5093582887700535
chessBig,Glove,100,2,0.6675579322638147
chessBig,w2v,100,2,0.4919786096256685
chessBig,Glove,100,2,0.6671122994652406
chessBig,w2v,100,2,0.4964349376114082
chessBig,Glove,100,2,0.6644385026737968
chessBig,w2v,100,2,0.49376114081996436
chessBig,Glove,100,2,0.6550802139037433
chessBig,w2v,100,2,0.4977718360071301
chessBig,Glove,100,2,0.6729055258467023
chessBig,w2v,100,3,0.49933184855233853
chessBig,Glove,100,3,0.5505567928730513
chessBig,w2v,100,3,0.4815144766146993
chessBig,Glove,100,3,0.532293986636971
chessBig,w2v,100,3,0.4775055679287305
chessBig,Glove,100,3,0.5670378619153675
chessBig,w2v,100,3,0.5051224944320712
chessBig,Glove,100,3,0.5674832962138084
chessBig,w2v,100,3,0.49331550802139035
chessBig,Glove,100,3,0.5686274509803921
chessBig,w2v,100,3,0.4928698752228164
chessBig,Glove,100,3,0.5574866310160428
chessBig,w2v,100,3,0.49153297682709446
chessBig,Glove,100,3,0.5383244206773619
chessBig,w2v,100,3,0.5151515151515151
chessBig,Glove,100,3,0.553921568627451
chessBig,w2v,100,3,0.4861853832442068
chessBig,Glove,100,3,0.5503565062388592
chessBig,w2v,100,3,0.4803921568627451
chessBig,Glove,100,3,0.5445632798573975
chessBig,w2v,100,4,0.488641425389755
chessBig,Glove,100,4,0.5634743875278396
chessBig,w2v,100,4,0.5046770601336303
chessBig,Glove,100,4,0.557238307349666
chessBig,w2v,100,4,0.48285077951002225
chessBig,Glove,100,4,0.5456570155902004
chessBig,w2v,100,4,0.49933184855233853
chessBig,Glove,100,4,0.5603563474387527
chessBig,w2v,100,4,0.4893048128342246
chessBig,Glove,100,4,0.5343137254901961
chessBig,w2v,100,4,0.48841354723707664
chessBig,Glove,100,4,0.5637254901960784
chessBig,w2v,100,4,0.4861853832442068
chessBig,Glove,100,4,0.5311942959001783
chessBig,w2v,100,4,0.48841354723707664
chessBig,Glove,100,4,0.5472370766488414
chessBig,w2v,100,4,0.4875222816399287
chessBig,Glove,100,4,0.5490196078431373
chessBig,w2v,100,4,0.49376114081996436
chessBig,Glove,100,4,0.5521390374331551
chessBig,w2v,100,5,0.5082405345211581
chessBig,Glove,100,5,0.6717149220489977
chessBig,w2v,100,5,0.4650334075723831
chessBig,Glove,100,5,0.6525612472160356
chessBig,w2v,100,5,0.4797327394209354
chessBig,Glove,100,5,0.6659242761692651
chessBig,w2v,100,5,0.5077951002227171
chessBig,Glove,100,5,0.6757238307349666
chessBig,w2v,100,5,0.5053475935828877
chessBig,Glove,100,5,0.6751336898395722
chessBig,w2v,100,5,0.5008912655971479
chessBig,Glove,100,5,0.6648841354723708
chessBig,w2v,100,5,0.4977718360071301
chessBig,Glove,100,5,0.6751336898395722
chessBig,w2v,100,5,0.4888591800356506
chessBig,Glove,100,5,0.6827094474153298
chessBig,w2v,100,5,0.482174688057041
chessBig,Glove,100,5,0.6639928698752228
chessBig,w2v,100,5,0.47192513368983957
chessBig,Glove,100,5,0.6644385026737968
chessBig,w2v,100,6,0.5051224944320712
chessBig,Glove,100,6,0.6797327394209354
chessBig,w2v,100,6,0.4935412026726058
chessBig,Glove,100,6,0.6815144766146993
chessBig,w2v,100,6,0.49888641425389757
chessBig,Glove,100,6,0.6904231625835189
chessBig,w2v,100,6,0.48953229398663695
chessBig,Glove,100,6,0.6752783964365257
chessBig,w2v,100,6,0.4888591800356506
chessBig,Glove,100,6,0.67825311942959
chessBig,w2v,100,6,0.5031194295900179
chessBig,Glove,100,6,0.6671122994652406
chessBig,w2v,100,6,0.4861853832442068
chessBig,Glove,100,6,0.6666666666666666
chessBig,w2v,100,6,0.4750445632798574
chessBig,Glove,100,6,0.6524064171122995
chessBig,w2v,100,6,0.5017825311942959
chessBig,Glove,100,6,0.6813725490196079
chessBig,w2v,100,6,0.5022281639928698
chessBig,Glove,100,6,0.6916221033868093
chessBig,w2v,100,7,0.5011135857461024
chessBig,Glove,100,7,0.5893095768374165
chessBig,w2v,100,7,0.5020044543429845
chessBig,Glove,100,7,0.6035634743875279
chessBig,w2v,100,7,0.4935412026726058
chessBig,Glove,100,7,0.5857461024498887
chessBig,w2v,100,7,0.4962138084632517
chessBig,Glove,100,7,0.577728285077951
chessBig,w2v,100,7,0.4977718360071301
chessBig,Glove,100,7,0.5935828877005348
chessBig,w2v,100,7,0.5022281639928698
chessBig,Glove,100,7,0.5873440285204992
chessBig,w2v,100,7,0.49732620320855614
chessBig,Glove,100,7,0.5926916221033868
chessBig,w2v,100,7,0.4857397504456328
chessBig,Glove,100,7,0.5628342245989305
chessBig,w2v,100,7,0.49153297682709446
chessBig,Glove,100,7,0.5690730837789661
chessBig,w2v,100,7,0.5062388591800356
chessBig,Glove,100,7,0.5944741532976827
chessBig,w2v,100,8,0.4801781737193764
chessBig,Glove,100,8,0.6614699331848553
chessBig,w2v,100,8,0.511358574610245
chessBig,Glove,100,8,0.6810690423162583
chessBig,w2v,100,8,0.4913140311804009
chessBig,Glove,100,8,0.6824053452115812
chessBig,w2v,100,8,0.4748329621380846
chessBig,Glove,100,8,0.6605790645879732
chessBig,w2v,100,8,0.4946524064171123
chessBig,Glove,100,8,0.6711229946524064
chessBig,w2v,100,8,0.4910873440285205
chessBig,Glove,100,8,0.6724598930481284
chessBig,w2v,100,8,0.49331550802139035
chessBig,Glove,100,8,0.6729055258467023
chessBig,w2v,100,8,0.49064171122994654
chessBig,Glove,100,8,0.660873440285205
chessBig,w2v,100,8,0.49064171122994654
chessBig,Glove,100,8,0.6680035650623886
chessBig,w2v,100,8,0.4870766488413547
chessBig,Glove,100,8,0.6778074866310161
chessBig,w2v,100,9,0.5033407572383074
chessBig,Glove,100,9,0.5621380846325167
chessBig,w2v,100,9,0.5055679287305123
chessBig,Glove,100,9,0.5701559020044543
chessBig,w2v,100,9,0.5024498886414254
chessBig,Glove,100,9,0.5612472160356348
chessBig,w2v,100,9,0.4873051224944321
chessBig,Glove,100,9,0.5661469933184855
chessBig,w2v,100,9,0.48083778966131907
chessBig,Glove,100,9,0.5628342245989305
chessBig,w2v,100,9,0.48484848484848486
chessBig,Glove,100,9,0.5427807486631016
chessBig,w2v,100,9,0.47771836007130125
chessBig,Glove,100,9,0.5614973262032086
chessBig,w2v,100,9,0.4919786096256685
chessBig,Glove,100,9,0.5623885918003565
chessBig,w2v,100,9,0.5075757575757576
chessBig,Glove,100,9,0.5548128342245989
chessBig,w2v,100,9,0.5106951871657754
chessBig,Glove,100,9,0.5766488413547237
chessBig,w2v,200,0,0.48507795100222717
chessBig,Glove,200,0,0.5158129175946548
chessBig,w2v,200,0,0.48195991091314033
chessBig,Glove,200,0,0.53184855233853
chessBig,w2v,200,0,0.5091314031180401
chessBig,Glove,200,0,0.5501113585746102
chessBig,w2v,200,0,0.5060133630289533
chessBig,Glove,200,0,0.533630289532294
chessBig,w2v,200,0,0.48975044563279857
chessBig,Glove,200,0,0.5204991087344029
chessBig,w2v,200,0,0.48663101604278075
chessBig,Glove,200,0,0.5151515151515151
chessBig,w2v,200,0,0.4982174688057041
chessBig,Glove,200,0,0.5231729055258467
chessBig,w2v,200,0,0.48975044563279857
chessBig,Glove,200,0,0.5204991087344029
chessBig,w2v,200,0,0.4861853832442068
chessBig,Glove,200,0,0.536096256684492
chessBig,w2v,200,0,0.48440285204991085
chessBig,Glove,200,0,0.5236185383244206
chessBig,w2v,200,1,0.4971046770601336
chessBig,Glove,200,1,0.6129175946547885
chessBig,w2v,200,1,0.48552338530066813
chessBig,Glove,200,1,0.6084632516703786
chessBig,w2v,200,1,0.48775055679287305
chessBig,Glove,200,1,0.6044543429844098
chessBig,w2v,200,1,0.4953229398663697
chessBig,Glove,200,1,0.6142538975501114
chessBig,w2v,200,1,0.47950089126559714
chessBig,Glove,200,1,0.6016042780748663
chessBig,w2v,200,1,0.47459893048128343
chessBig,Glove,200,1,0.6105169340463458
chessBig,w2v,200,1,0.49064171122994654
chessBig,Glove,200,1,0.6029411764705882
chessBig,w2v,200,1,0.4870766488413547
chessBig,Glove,200,1,0.6122994652406417
chessBig,w2v,200,1,0.4968805704099822
chessBig,Glove,200,1,0.6154188948306596
chessBig,w2v,200,1,0.4893048128342246
chessBig,Glove,200,1,0.6216577540106952
chessBig,w2v,200,2,0.488195991091314
chessBig,Glove,200,2,0.6485523385300668
chessBig,w2v,200,2,0.48775055679287305
chessBig,Glove,200,2,0.665033407572383
chessBig,w2v,200,2,0.4766146993318486
chessBig,Glove,200,2,0.6485523385300668
chessBig,w2v,200,2,0.4824053452115813
chessBig,Glove,200,2,0.6334075723830735
chessBig,w2v,200,2,0.47771836007130125
chessBig,Glove,200,2,0.6310160427807486
chessBig,w2v,200,2,0.4888591800356506
chessBig,Glove,200,2,0.6461675579322638
chessBig,w2v,200,2,0.49331550802139035
chessBig,Glove,200,2,0.6475044563279857
chessBig,w2v,200,2,0.4942067736185383
chessBig,Glove,200,2,0.6648841354723708
chessBig,w2v,200,2,0.49019607843137253
chessBig,Glove,200,2,0.6639928698752228
chessBig,w2v,200,2,0.4870766488413547
chessBig,Glove,200,2,0.6492869875222816
chessBig,w2v,200,3,0.4935412026726058
chessBig,Glove,200,3,0.5389755011135857
chessBig,w2v,200,3,0.4846325167037862
chessBig,Glove,200,3,0.5233853006681515
chessBig,w2v,200,3,0.49175946547884186
chessBig,Glove,200,3,0.5314031180400891
chessBig,w2v,200,3,0.4873051224944321
chessBig,Glove,200,3,0.5046770601336303
chessBig,w2v,200,3,0.5049019607843137
chessBig,Glove,200,3,0.5387700534759359
chessBig,w2v,200,3,0.5022281639928698
chessBig,Glove,200,3,0.5365418894830659
chessBig,w2v,200,3,0.4790552584670232
chessBig,Glove,200,3,0.5245098039215687
chessBig,w2v,200,3,0.4942067736185383
chessBig,Glove,200,3,0.5138146167557932
chessBig,w2v,200,3,0.482174688057041
chessBig,Glove,200,3,0.5089126559714795
chessBig,w2v,200,3,0.5071301247771836
chessBig,Glove,200,3,0.5325311942959001
chessBig,w2v,200,4,0.489086859688196
chessBig,Glove,200,4,0.644988864142539
chessBig,w2v,200,4,0.48596881959910915
chessBig,Glove,200,4,0.6516703786191537
chessBig,w2v,200,4,0.5153674832962138
chessBig,Glove,200,4,0.6587973273942094
chessBig,w2v,200,4,0.4939866369710468
chessBig,Glove,200,4,0.64543429844098
chessBig,w2v,200,4,0.4732620320855615
chessBig,Glove,200,4,0.6225490196078431
chessBig,w2v,200,4,0.4861853832442068
chessBig,Glove,200,4,0.6421568627450981
chessBig,w2v,200,4,0.4852941176470588
chessBig,Glove,200,4,0.6368092691622104
chessBig,w2v,200,4,0.4870766488413547
chessBig,Glove,200,4,0.6372549019607843
chessBig,w2v,200,4,0.49242424242424243
chessBig,Glove,200,4,0.642602495543672
chessBig,w2v,200,4,0.4875222816399287
chessBig,Glove,200,4,0.6336898395721925
chessBig,w2v,200,5,0.4864142538975501
chessBig,Glove,200,5,0.6347438752783965
chessBig,w2v,200,5,0.4726057906458797
chessBig,Glove,200,5,0.6138084632516704
chessBig,w2v,200,5,0.5024498886414254
chessBig,Glove,200,5,0.6374164810690424
chessBig,w2v,200,5,0.489086859688196
chessBig,Glove,200,5,0.6325167037861915
chessBig,w2v,200,5,0.5008912655971479
chessBig,Glove,200,5,0.6394830659536542
chessBig,w2v,200,5,0.4781639928698752
chessBig,Glove,200,5,0.6265597147950089
chessBig,w2v,200,5,0.4982174688057041
chessBig,Glove,200,5,0.6301247771836007
chessBig,w2v,200,5,0.4875222816399287
chessBig,Glove,200,5,0.6305704099821747
chessBig,w2v,200,5,0.49019607843137253
chessBig,Glove,200,5,0.6287878787878788
chessBig,w2v,200,5,0.4950980392156863
chessBig,Glove,200,5,0.6305704099821747
chessBig,w2v,200,6,0.4628062360801782
chessBig,Glove,200,6,0.49175946547884186
chessBig,w2v,200,6,0.47928730512249446
chessBig,Glove,200,6,0.48329621380846327
chessBig,w2v,200,6,0.5037861915367483
chessBig,Glove,200,6,0.5211581291759465
chessBig,w2v,200,6,0.48775055679287305
chessBig,Glove,200,6,0.5006681514476615
chessBig,w2v,200,6,0.4919786096256685
chessBig,Glove,200,6,0.4968805704099822
chessBig,w2v,200,6,0.5008912655971479
chessBig,Glove,200,6,0.4861853832442068
chessBig,w2v,200,6,0.48351158645276293
chessBig,Glove,200,6,0.4679144385026738
chessBig,w2v,200,6,0.48351158645276293
chessBig,Glove,200,6,0.4594474153297683
chessBig,w2v,200,6,0.5040106951871658
chessBig,Glove,200,6,0.49955436720142604
chessBig,w2v,200,6,0.5008912655971479
chessBig,Glove,200,6,0.5089126559714795
chessBig,w2v,200,7,0.47928730512249446
chessBig,Glove,200,7,0.6276169265033408
chessBig,w2v,200,7,0.5020044543429845
chessBig,Glove,200,7,0.6538975501113585
chessBig,w2v,200,7,0.4904231625835189
chessBig,Glove,200,7,0.6512249443207127
chessBig,w2v,200,7,0.49755011135857463
chessBig,Glove,200,7,0.6538975501113585
chessBig,w2v,200,7,0.4732620320855615
chessBig,Glove,200,7,0.6385918003565062
chessBig,w2v,200,7,0.4750445632798574
chessBig,Glove,200,7,0.6319073083778967
chessBig,w2v,200,7,0.4861853832442068
chessBig,Glove,200,7,0.6408199643493762
chessBig,w2v,200,7,0.49732620320855614
chessBig,Glove,200,7,0.6488413547237076
chessBig,w2v,200,7,0.48841354723707664
chessBig,Glove,200,7,0.6550802139037433
chessBig,w2v,200,7,0.49019607843137253
chessBig,Glove,200,7,0.6622103386809269
chessBig,w2v,200,8,0.4953229398663697
chessBig,Glove,200,8,0.6503340757238307
chessBig,w2v,200,8,0.4939866369710468
chessBig,Glove,200,8,0.6378619153674833
chessBig,w2v,200,8,0.4913140311804009
chessBig,Glove,200,8,0.6574610244988864
chessBig,w2v,200,8,0.5086859688195992
chessBig,Glove,200,8,0.644988864142539
chessBig,w2v,200,8,0.4888591800356506
chessBig,Glove,200,8,0.6706773618538324
chessBig,w2v,200,8,0.48172905525846704
chessBig,Glove,200,8,0.6385918003565062
chessBig,w2v,200,8,0.4803921568627451
chessBig,Glove,200,8,0.6488413547237076
chessBig,w2v,200,8,0.5026737967914439
chessBig,Glove,200,8,0.6555258467023173
chessBig,w2v,200,8,0.4942067736185383
chessBig,Glove,200,8,0.6457219251336899
chessBig,w2v,200,8,0.48484848484848486
chessBig,Glove,200,8,0.6537433155080213
chessBig,w2v,200,9,0.4873051224944321
chessBig,Glove,200,9,0.6574610244988864
chessBig,w2v,200,9,0.5095768374164811
chessBig,Glove,200,9,0.6485523385300668
chessBig,w2v,200,9,0.5060133630289533
chessBig,Glove,200,9,0.6391982182628062
chessBig,w2v,200,9,0.4766146993318486
chessBig,Glove,200,9,0.6311804008908686
chessBig,w2v,200,9,0.4875222816399287
chessBig,Glove,200,9,0.6363636363636364
chessBig,w2v,200,9,0.4772727272727273
chessBig,Glove,200,9,0.6550802139037433
chessBig,w2v,200,9,0.49331550802139035
chessBig,Glove,200,9,0.6452762923351159
chessBig,w2v,200,9,0.48484848484848486
chessBig,Glove,200,9,0.6497326203208557
chessBig,w2v,200,9,0.5040106951871658
chessBig,Glove,200,9,0.6537433155080213
chessBig,w2v,200,9,0.4790552584670232
chessBig,Glove,200,9,0.6359180035650623
connectw2v,50,0,0.6719703977798335
connectGlove,50,0,0.6640148011100833
connectw2v,50,0,0.6703052728954672
connectGlove,50,0,0.6608695652173913
connectw2v,50,0,0.6743755781683626
connectGlove,50,0,0.664754856614246
connectw2v,50,0,0.6723404255319149
connectGlove,50,0,0.6638297872340425
connectw2v,50,0,0.6667900092506938
connectGlove,50,0,0.6640148011100833
connectw2v,50,0,0.6704293116210215
connectGlove,50,0,0.6635825314581791
connectw2v,50,0,0.6724648408586232
connectGlove,50,0,0.6624722427831237
connectw2v,50,0,0.673760177646188
connectGlove,50,0,0.6643227239082161
connectw2v,50,0,0.6696891191709845
connectGlove,50,0,0.6596965210954848
connectw2v,50,0,0.6695040710584752
connectGlove,50,0,0.667098445595855
connectw2v,50,1,0.6688251618871416
connectGlove,50,1,0.6612395929694727
connectw2v,50,1,0.6730804810360778
connectGlove,50,1,0.6640148011100833
connectw2v,50,1,0.6703052728954672
connectGlove,50,1,0.661054579093432
connectw2v,50,1,0.6699352451433858
connectGlove,50,1,0.6595744680851063
connectw2v,50,1,0.6712303422756707
connectGlove,50,1,0.6608695652173913
connectw2v,50,1,0.671539600296077
connectGlove,50,1,0.6608068097705403
connectw2v,50,1,0.6696891191709845
connectGlove,50,1,0.6611769059955589
connectw2v,50,1,0.6680236861584011
connectGlove,50,1,0.6600666173205033
connectw2v,50,1,0.6680236861584011
connectGlove,50,1,0.6619170984455959
connectw2v,50,1,0.6713545521835678
connectGlove,50,1,0.6641376757957069
connectw2v,50,2,0.676040703052729
connectGlove,50,2,0.669195189639223
connectw2v,50,2,0.6788159111933395
connectGlove,50,2,0.667900092506938
connectw2v,50,2,0.6849213691026828
connectGlove,50,2,0.6693802035152636
connectw2v,50,2,0.6756706753006475
connectGlove,50,2,0.6641998149861239
connectw2v,50,2,0.681036077705828
connectGlove,50,2,0.669750231267345
connectw2v,50,2,0.6807920059215397
connectGlove,50,2,0.6639526276831976
connectw2v,50,2,0.6802368615840119
connectGlove,50,2,0.6624722427831237
connectw2v,50,2,0.6802368615840119
connectGlove,50,2,0.6630273871206513
connectw2v,50,2,0.680421909696521
connectGlove,50,2,0.6689489267209474
connectw2v,50,2,0.6806069578090304
connectGlove,50,2,0.6659881569207994
connectw2v,50,3,0.6673450508788159
connectGlove,50,3,0.6621646623496762
connectw2v,50,3,0.6704902867715079
connectGlove,50,3,0.6645698427382054
connectw2v,50,3,0.669750231267345
connectGlove,50,3,0.6658649398704903
connectw2v,50,3,0.6712303422756707
connectGlove,50,3,0.6595744680851063
connectw2v,50,3,0.6688251618871416
connectGlove,50,3,0.6645698427382054
connectw2v,50,3,0.6676535899333826
connectGlove,50,3,0.6667283493708365
connectw2v,50,3,0.6695040710584752
connectGlove,50,3,0.659141376757957
connectw2v,50,3,0.6704293116210215
connectGlove,50,3,0.6637675795706883
connectw2v,50,3,0.6704293116210215
connectGlove,50,3,0.6630273871206513
connectw2v,50,3,0.6709844559585493
connectGlove,50,3,0.6609918578830496
connectw2v,50,4,0.6708603145235893
connectGlove,50,4,0.6645698427382054
connectw2v,50,4,0.6708603145235893
connectGlove,50,4,0.6643848288621647
connectw2v,50,4,0.6708603145235893
connectGlove,50,4,0.6634597594819611
connectw2v,50,4,0.6690101757631822
connectGlove,50,4,0.6680851063829787
connectw2v,50,4,0.6734505087881592
connectGlove,50,4,0.664754856614246
connectw2v,50,4,0.6687638786084382
connectGlove,50,4,0.6624722427831237
connectw2v,50,4,0.6752405625462621
connectGlove,50,4,0.6648778682457439
connectw2v,50,4,0.670059215396003
connectGlove,50,4,0.6622871946706144
connectw2v,50,4,0.6683937823834197
connectGlove,50,4,0.6704293116210215
connectw2v,50,4,0.6704293116210215
connectGlove,50,4,0.6691339748334567
connectw2v,50,5,0.6714153561517113
connectGlove,50,5,0.6704902867715079
connectw2v,50,5,0.6725254394079556
connectGlove,50,5,0.6656799259944496
connectw2v,50,5,0.672895467160037
connectGlove,50,5,0.6667900092506938
connectw2v,50,5,0.6712303422756707
connectGlove,50,5,0.6658649398704903
connectw2v,50,5,0.6690101757631822
connectGlove,50,5,0.664754856614246
connectw2v,50,5,0.6732050333086602
connectGlove,50,5,0.6645077720207254
connectw2v,50,5,0.673760177646188
connectGlove,50,5,0.6658031088082902
connectw2v,50,5,0.6695040710584752
connectGlove,50,5,0.6596965210954848
connectw2v,50,5,0.6720947446336047
connectGlove,50,5,0.6626572908956329
connectw2v,50,5,0.6683937823834197
connectGlove,50,5,0.6615470022205774
connectw2v,50,6,0.6791859389454209
connectGlove,50,6,0.6636447733580019
connectw2v,50,6,0.6723404255319149
connectGlove,50,6,0.6629047178538391
connectw2v,50,6,0.6762257169287696
connectGlove,50,6,0.6621646623496762
connectw2v,50,6,0.6801110083256244
connectGlove,50,6,0.6606845513413506
connectw2v,50,6,0.6767807585568918
connectGlove,50,6,0.6638297872340425
connectw2v,50,6,0.6750555144337528
connectGlove,50,6,0.6652479644707624
connectw2v,50,6,0.6783863804589193
connectGlove,50,6,0.6667283493708365
