dataset,model,dim,exp,acc
connectw2v,50,6,0.6757957068837898
connectGlove,50,6,0.6613619541080681
connectw2v,50,6,0.6778312361213915
connectGlove,50,6,0.6689489267209474
connectw2v,50,6,0.6828275351591414
connectGlove,50,6,0.6663582531458179
connectw2v,50,7,0.6723404255319149
connectGlove,50,7,0.6612395929694727
connectw2v,50,7,0.6743755781683626
connectGlove,50,7,0.6693802035152636
connectw2v,50,7,0.6745605920444033
connectGlove,50,7,0.6675300647548567
connectw2v,50,7,0.6703052728954672
connectGlove,50,7,0.6595744680851063
connectw2v,50,7,0.6714153561517113
connectGlove,50,7,0.6684551341350601
connectw2v,50,7,0.6741302738712065
connectGlove,50,7,0.6654330125832717
connectw2v,50,7,0.6724648408586232
connectGlove,50,7,0.6656180606957809
connectw2v,50,7,0.6756106587712806
connectGlove,50,7,0.6641376757957069
connectw2v,50,7,0.6719096965210954
connectGlove,50,7,0.6656180606957809
connectw2v,50,7,0.6743153219837158
connectGlove,50,7,0.6635825314581791
connectw2v,50,8,0.6719703977798335
connectGlove,50,8,0.6649398704902868
connectw2v,50,8,0.6675300647548567
connectGlove,50,8,0.6636447733580019
connectw2v,50,8,0.6721554116558742
connectGlove,50,8,0.6601295097132285
connectw2v,50,8,0.6704902867715079
connectGlove,50,8,0.6654949121184088
connectw2v,50,8,0.6740055504162812
connectGlove,50,8,0.6680851063829787
connectw2v,50,8,0.6663582531458179
connectGlove,50,8,0.6600666173205033
connectw2v,50,8,0.6693190229459659
connectGlove,50,8,0.6589563286454478
connectw2v,50,8,0.67079940784604
connectGlove,50,8,0.6650629163582531
connectw2v,50,8,0.6682087342709104
connectGlove,50,8,0.6622871946706144
connectw2v,50,8,0.6689489267209474
connectGlove,50,8,0.6659881569207994
connectw2v,50,9,0.6703052728954672
connectGlove,50,9,0.6673450508788159
connectw2v,50,9,0.6706753006475485
connectGlove,50,9,0.6686401480111008
connectw2v,50,9,0.6710453283996299
connectGlove,50,9,0.6641998149861239
connectw2v,50,9,0.669195189639223
connectGlove,50,9,0.6654949121184088
connectw2v,50,9,0.6651248843663274
connectGlove,50,9,0.6619796484736356
connectw2v,50,9,0.6720947446336047
connectGlove,50,9,0.6650629163582531
connectw2v,50,9,0.6696891191709845
connectGlove,50,9,0.6615470022205774
connectw2v,50,9,0.6698741672834937
connectGlove,50,9,0.6667283493708365
connectw2v,50,9,0.6656180606957809
connectGlove,50,9,0.6643227239082161
connectw2v,50,9,0.670059215396003
connectGlove,50,9,0.6678386380458919
connectw2v,100,0,0.6823311748381129
connectGlove,100,0,0.664754856614246
connectw2v,100,0,0.6864014801110083
connectGlove,100,0,0.6638297872340425
connectw2v,100,0,0.6830712303422757
connectGlove,100,0,0.6619796484736356
connectw2v,100,0,0.6812210915818686
connectGlove,100,0,0.6612395929694727
connectw2v,100,0,0.6913968547641073
connectGlove,100,0,0.6664199814986124
connectw2v,100,0,0.6865284974093264
connectGlove,100,0,0.6633974833456698
connectw2v,100,0,0.6828275351591414
connectGlove,100,0,0.6652479644707624
connectw2v,100,0,0.6876387860843819
connectGlove,100,0,0.6645077720207254
connectw2v,100,0,0.6857883049592894
connectGlove,100,0,0.6630273871206513
connectw2v,100,0,0.680421909696521
connectGlove,100,0,0.6643227239082161
connectw2v,100,1,0.6758556891766883
connectGlove,100,1,0.6645698427382054
connectw2v,100,1,0.6786308973172988
connectGlove,100,1,0.6617946345975948
connectw2v,100,1,0.6751156336725255
connectGlove,100,1,0.6629047178538391
connectw2v,100,1,0.6814061054579094
connectGlove,100,1,0.6666049953746531
connectw2v,100,1,0.6716003700277521
connectGlove,100,1,0.6597594819611471
connectw2v,100,1,0.6787564766839378
connectGlove,100,1,0.6687638786084382
connectw2v,100,1,0.6765358993338267
connectGlove,100,1,0.6606217616580311
connectw2v,100,1,0.6772760917838638
connectGlove,100,1,0.6626572908956329
connectw2v,100,1,0.6761658031088082
connectGlove,100,1,0.6622871946706144
connectw2v,100,1,0.6848630643967432
connectGlove,100,1,0.6613619541080681
connectw2v,100,2,0.6771507863089732
connectGlove,100,2,0.6625346901017576
connectw2v,100,2,0.6804810360777058
connectGlove,100,2,0.6653098982423682
connectw2v,100,2,0.6812210915818686
connectGlove,100,2,0.6592044403330249
connectw2v,100,2,0.6786308973172988
connectGlove,100,2,0.6638297872340425
connectw2v,100,2,0.6732654949121184
connectGlove,100,2,0.6604995374653099
connectw2v,100,2,0.6759807549962991
connectGlove,100,2,0.6643227239082161
connectw2v,100,2,0.6733900814211695
connectGlove,100,2,0.6617320503330866
connectw2v,100,2,0.6819022945965951
connectGlove,100,2,0.6650629163582531
connectw2v,100,2,0.671539600296077
connectGlove,100,2,0.6626572908956329
connectw2v,100,2,0.677461139896373
connectGlove,100,2,0.6637675795706883
connectw2v,100,3,0.6871415356151711
connectGlove,100,3,0.6625346901017576
connectw2v,100,3,0.6839962997224792
connectGlove,100,3,0.6617946345975948
connectw2v,100,3,0.6856614246068455
connectGlove,100,3,0.6684551341350601
connectw2v,100,3,0.6854764107308048
connectGlove,100,3,0.6651248843663274
connectw2v,100,3,0.6854764107308048
connectGlove,100,3,0.6686401480111008
connectw2v,100,3,0.6902294596595114
connectGlove,100,3,0.6637675795706883
connectw2v,100,3,0.6902294596595114
connectGlove,100,3,0.6628423390081422
connectw2v,100,3,0.6822723908216136
connectGlove,100,3,0.671539600296077
connectw2v,100,3,0.6850481125092525
connectGlove,100,3,0.6709844559585493
connectw2v,100,3,0.6880088823094005
connectGlove,100,3,0.6672834937083642
connectw2v,100,4,0.6827012025901943
connectGlove,100,4,0.6667900092506938
connectw2v,100,4,0.6817761332099908
connectGlove,100,4,0.6586493987049029
connectw2v,100,4,0.681036077705828
connectGlove,100,4,0.6619796484736356
connectw2v,100,4,0.6851063829787234
connectGlove,100,4,0.6638297872340425
connectw2v,100,4,0.6838112858464385
connectGlove,100,4,0.6653098982423682
connectw2v,100,4,0.6817172464840858
connectGlove,100,4,0.6615470022205774
connectw2v,100,4,0.6800518134715026
connectGlove,100,4,0.6632124352331606
connectw2v,100,4,0.6830125832716506
connectGlove,100,4,0.6667283493708365
connectw2v,100,4,0.6761658031088082
connectGlove,100,4,0.6669133974833457
connectw2v,100,4,0.6748704663212435
connectGlove,100,4,0.6621021465581051
connectw2v,100,5,0.6838112858464385
connectGlove,100,5,0.6630897317298797
connectw2v,100,5,0.6786308973172988
connectGlove,100,5,0.6630897317298797
connectw2v,100,5,0.6814061054579094
connectGlove,100,5,0.664754856614246
connectw2v,100,5,0.6793709528214616
connectGlove,100,5,0.6606845513413506
connectw2v,100,5,0.6791859389454209
connectGlove,100,5,0.6641998149861239
connectw2v,100,5,0.6732050333086602
connectGlove,100,5,0.6622871946706144
connectw2v,100,5,0.6782013323464101
connectGlove,100,5,0.6600666173205033
connectw2v,100,5,0.6830125832716506
connectGlove,100,5,0.6617320503330866
connectw2v,100,5,0.6769059955588453
connectGlove,100,5,0.6630273871206513
connectw2v,100,5,0.6785714285714286
connectGlove,100,5,0.6646928201332346
connectw2v,100,6,0.6867715078630897
connectGlove,100,6,0.6667900092506938
connectw2v,100,6,0.6880666049953746
connectGlove,100,6,0.6664199814986124
connectw2v,100,6,0.6836262719703978
connectGlove,100,6,0.6682701202590194
connectw2v,100,6,0.6906567992599445
connectGlove,100,6,0.6708603145235893
connectw2v,100,6,0.6888066604995374
connectGlove,100,6,0.669750231267345
connectw2v,100,6,0.6828275351591414
connectGlove,100,6,0.6648778682457439
connectw2v,100,6,0.6872686898593634
connectGlove,100,6,0.6682087342709104
connectw2v,100,6,0.6787564766839378
connectGlove,100,6,0.6626572908956329
connectw2v,100,6,0.6820873427091043
connectGlove,100,6,0.6641376757957069
connectw2v,100,6,0.6844929681717247
connectGlove,100,6,0.6663582531458179
connectw2v,100,7,0.6834412580943571
connectGlove,100,7,0.6645698427382054
connectw2v,100,7,0.6808510638297872
connectGlove,100,7,0.661054579093432
connectw2v,100,7,0.6819611470860315
connectGlove,100,7,0.6623496762257169
connectw2v,100,7,0.6901017576318224
connectGlove,100,7,0.6664199814986124
connectw2v,100,7,0.6839962997224792
connectGlove,100,7,0.6606845513413506
connectw2v,100,7,0.6924500370096225
connectGlove,100,7,0.6633974833456698
connectw2v,100,7,0.6789415247964471
connectGlove,100,7,0.6596965210954848
connectw2v,100,7,0.6876387860843819
connectGlove,100,7,0.6608068097705403
connectw2v,100,7,0.6887490747594375
connectGlove,100,7,0.6556254626202813
connectw2v,100,7,0.6918948926720947
connectGlove,100,7,0.6621021465581051
connectw2v,100,8,0.681036077705828
connectGlove,100,8,0.666049953746531
connectw2v,100,8,0.681036077705828
connectGlove,100,8,0.6632747456059205
connectw2v,100,8,0.6839962997224792
connectGlove,100,8,0.6656799259944496
connectw2v,100,8,0.6799259944495837
connectGlove,100,8,0.6630897317298797
connectw2v,100,8,0.6814061054579094
connectGlove,100,8,0.6636447733580019
connectw2v,100,8,0.6826424870466321
connectGlove,100,8,0.6650629163582531
connectw2v,100,8,0.6796817172464841
connectGlove,100,8,0.6678386380458919
connectw2v,100,8,0.6802368615840119
connectGlove,100,8,0.6630273871206513
connectw2v,100,8,0.6846780162842339
connectGlove,100,8,0.6639526276831976
connectw2v,100,8,0.6839378238341969
connectGlove,100,8,0.6611769059955589
connectw2v,100,9,0.679740980573543
connectGlove,100,9,0.6595744680851063
connectw2v,100,9,0.6769657724329324
connectGlove,100,9,0.6667900092506938
connectw2v,100,9,0.6819611470860315
connectGlove,100,9,0.669750231267345
connectw2v,100,9,0.6756706753006475
connectGlove,100,9,0.6603145235892692
connectw2v,100,9,0.6832562442183163
connectGlove,100,9,0.6666049953746531
connectw2v,100,9,0.6769059955588453
connectGlove,100,9,0.6630273871206513
connectw2v,100,9,0.6791265729089563
connectGlove,100,9,0.6621021465581051
connectw2v,100,9,0.6793116210214656
connectGlove,100,9,0.6643227239082161
connectw2v,100,9,0.676720947446336
connectGlove,100,9,0.6630273871206513
connectw2v,100,9,0.6806069578090304
connectGlove,100,9,0.6639526276831976
connectw2v,200,0,0.6865864939870491
connectGlove,200,0,0.6693802035152636
connectw2v,200,0,0.6873265494912119
connectGlove,200,0,0.6662349676225717
connectw2v,200,0,0.688436632747456
connectGlove,200,0,0.666049953746531
connectw2v,200,0,0.6802960222016651
connectGlove,200,0,0.6606845513413506
connectw2v,200,0,0.6862164662349676
connectGlove,200,0,0.667900092506938
connectw2v,200,0,0.6896743153219838
connectGlove,200,0,0.6635825314581791
connectw2v,200,0,0.6835677276091784
connectGlove,200,0,0.6624722427831237
connectw2v,200,0,0.6811621021465581
connectGlove,200,0,0.6637675795706883
connectw2v,200,0,0.6828275351591414
connectGlove,200,0,0.6669133974833457
connectw2v,200,0,0.6852331606217616
connectGlove,200,0,0.6672834937083642
connectw2v,200,1,0.6791859389454209
connectGlove,200,1,0.6634597594819611
connectw2v,200,1,0.6777058279370953
connectGlove,200,1,0.6627197039777983
connectw2v,200,1,0.6819611470860315
connectGlove,200,1,0.6680851063829787
connectw2v,200,1,0.6751156336725255
connectGlove,200,1,0.6625346901017576
connectw2v,200,1,0.6841813135985199
connectGlove,200,1,0.6673450508788159
connectw2v,200,1,0.6733900814211695
connectGlove,200,1,0.6608068097705403
connectw2v,200,1,0.6800518134715026
connectGlove,200,1,0.6702442635085122
connectw2v,200,1,0.6782013323464101
connectGlove,200,1,0.6687638786084382
connectw2v,200,1,0.680421909696521
connectGlove,200,1,0.6689489267209474
connectw2v,200,1,0.6822723908216136
connectGlove,200,1,0.6659881569207994
connectw2v,200,2,0.6741905642923219
connectGlove,200,2,0.6690101757631822
connectw2v,200,2,0.6764107308048104
connectGlove,200,2,0.669195189639223
connectw2v,200,2,0.6749306197964847
connectGlove,200,2,0.6662349676225717
connectw2v,200,2,0.6743755781683626
connectGlove,200,2,0.664754856614246
connectw2v,200,2,0.6753006475485661
connectGlove,200,2,0.6690101757631822
connectw2v,200,2,0.6719096965210954
connectGlove,200,2,0.6648778682457439
connectw2v,200,2,0.6789415247964471
connectGlove,200,2,0.6667283493708365
connectw2v,200,2,0.6770910436713545
connectGlove,200,2,0.6724648408586232
connectw2v,200,2,0.677461139896373
connectGlove,200,2,0.6665433012583272
connectw2v,200,2,0.6778312361213915
connectGlove,200,2,0.6704293116210215
connectw2v,200,3,0.6758556891766883
connectGlove,200,3,0.6719703977798335
connectw2v,200,3,0.676595744680851
connectGlove,200,3,0.6645698427382054
connectw2v,200,3,0.6730804810360778
connectGlove,200,3,0.6677150786308973
connectw2v,200,3,0.6823311748381129
connectGlove,200,3,0.6673450508788159
connectw2v,200,3,0.6743755781683626
connectGlove,200,3,0.6629047178538391
connectw2v,200,3,0.6693190229459659
connectGlove,200,3,0.6641376757957069
connectw2v,200,3,0.6761658031088082
connectGlove,200,3,0.6641376757957069
connectw2v,200,3,0.6765358993338267
connectGlove,200,3,0.6626572908956329
connectw2v,200,3,0.6782013323464101
connectGlove,200,3,0.667098445595855
connectw2v,200,3,0.6756106587712806
connectGlove,200,3,0.6709844559585493
connectw2v,200,4,0.6860314523589269
connectGlove,200,4,0.6734505087881592
connectw2v,200,4,0.6882516188714154
connectGlove,200,4,0.6682701202590194
connectw2v,200,4,0.6869565217391305
connectGlove,200,4,0.6725254394079556
connectw2v,200,4,0.6838112858464385
connectGlove,200,4,0.6693802035152636
connectw2v,200,4,0.6901017576318224
connectGlove,200,4,0.6675300647548567
connectw2v,200,4,0.6813471502590673
connectGlove,200,4,0.6680236861584011
connectw2v,200,4,0.6820873427091043
connectGlove,200,4,0.6606217616580311
connectw2v,200,4,0.6870836417468542
connectGlove,200,4,0.6704293116210215
connectw2v,200,4,0.6820873427091043
connectGlove,200,4,0.6658031088082902
connectw2v,200,4,0.6893042190969653
connectGlove,200,4,0.6695040710584752
connectw2v,200,5,0.6814061054579094
connectGlove,200,5,0.6641998149861239
connectw2v,200,5,0.6828862164662349
connectGlove,200,5,0.6632747456059205
connectw2v,200,5,0.6864014801110083
connectGlove,200,5,0.6671600370027753
connectw2v,200,5,0.6801110083256244
connectGlove,200,5,0.6595744680851063
connectw2v,200,5,0.684736355226642
connectGlove,200,5,0.6614246068455134
connectw2v,200,5,0.6822723908216136
connectGlove,200,5,0.6658031088082902
connectw2v,200,5,0.6930051813471503
connectGlove,200,5,0.667098445595855
connectw2v,200,5,0.685418208734271
connectGlove,200,5,0.6672834937083642
connectw2v,200,5,0.6831976313841599
connectGlove,200,5,0.6617320503330866
connectw2v,200,5,0.6894892672094745
connectGlove,200,5,0.6648778682457439
connectw2v,200,6,0.6821461609620721
connectGlove,200,6,0.6649398704902868
connectw2v,200,6,0.684736355226642
connectGlove,200,6,0.664754856614246
connectw2v,200,6,0.6889916743755782
connectGlove,200,6,0.6688251618871416
connectw2v,200,6,0.6843663274745606
connectGlove,200,6,0.6638297872340425
connectw2v,200,6,0.681036077705828
connectGlove,200,6,0.6675300647548567
connectw2v,200,6,0.6865284974093264
connectGlove,200,6,0.6646928201332346
connectw2v,200,6,0.6878238341968912
connectGlove,200,6,0.6643227239082161
connectw2v,200,6,0.6909696521095485
connectGlove,200,6,0.6637675795706883
connectw2v,200,6,0.6833826794966691
connectGlove,200,6,0.6683937823834197
connectw2v,200,6,0.6859733530717986
connectGlove,200,6,0.6646928201332346
connectw2v,200,7,0.6721554116558742
connectGlove,200,7,0.6641998149861239
connectw2v,200,7,0.6780758556891767
connectGlove,200,7,0.6680851063829787
connectw2v,200,7,0.6743755781683626
connectGlove,200,7,0.6658649398704903
connectw2v,200,7,0.6725254394079556
connectGlove,200,7,0.6616096207215542
connectw2v,200,7,0.6710453283996299
connectGlove,200,7,0.6606845513413506
connectw2v,200,7,0.6791265729089563
connectGlove,200,7,0.6689489267209474
connectw2v,200,7,0.674500370096225
connectGlove,200,7,0.6652479644707624
connectw2v,200,7,0.6765358993338267
connectGlove,200,7,0.667098445595855
connectw2v,200,7,0.6822723908216136
connectGlove,200,7,0.6728349370836417
connectw2v,200,7,0.6770910436713545
connectGlove,200,7,0.6639526276831976
connectw2v,200,8,0.693432007400555
connectGlove,200,8,0.6673450508788159
connectw2v,200,8,0.6893617021276596
connectGlove,200,8,0.661054579093432
connectw2v,200,8,0.6917668825161887
connectGlove,200,8,0.6675300647548567
connectw2v,200,8,0.6913968547641073
connectGlove,200,8,0.6641998149861239
connectw2v,200,8,0.6962072155411656
connectGlove,200,8,0.6682701202590194
connectw2v,200,8,0.692079940784604
connectGlove,200,8,0.6669133974833457
connectw2v,200,8,0.6935603256846781
connectGlove,200,8,0.6663582531458179
connectw2v,200,8,0.6907846039970392
connectGlove,200,8,0.6696891191709845
connectw2v,200,8,0.6887490747594375
connectGlove,200,8,0.6646928201332346
connectw2v,200,8,0.6902294596595114
connectGlove,200,8,0.6663582531458179
connectw2v,200,9,0.6871415356151711
connectGlove,200,9,0.6630897317298797
connectw2v,200,9,0.689731729879741
connectGlove,200,9,0.6662349676225717
connectw2v,200,9,0.6865864939870491
connectGlove,200,9,0.6671600370027753
connectw2v,200,9,0.691581868640148
connectGlove,200,9,0.6701202590194265
connectw2v,200,9,0.6812210915818686
connectGlove,200,9,0.6623496762257169
connectw2v,200,9,0.6778312361213915
connectGlove,200,9,0.6643227239082161
connectw2v,200,9,0.6881939304219097
connectGlove,200,9,0.6682087342709104
connectw2v,200,9,0.6874537379718727
connectGlove,200,9,0.6650629163582531
connectw2v,200,9,0.692079940784604
connectGlove,200,9,0.671539600296077
connectw2v,200,9,0.6905995558845299
connectGlove,200,9,0.6739452257586973
letrecog,w2v,50,0,0.733125
letrecog,Glove,50,0,0.70625
letrecog,w2v,50,0,0.759375
letrecog,Glove,50,0,0.721875
letrecog,w2v,50,0,0.74125
letrecog,Glove,50,0,0.710625
letrecog,w2v,50,0,0.741875
letrecog,Glove,50,0,0.710625
letrecog,w2v,50,0,0.73125
letrecog,Glove,50,0,0.701875
letrecog,w2v,50,0,0.7625
letrecog,Glove,50,0,0.710625
letrecog,w2v,50,0,0.749375
letrecog,Glove,50,0,0.718125
letrecog,w2v,50,0,0.743125
letrecog,Glove,50,0,0.7125
letrecog,w2v,50,0,0.75125
letrecog,Glove,50,0,0.721875
letrecog,w2v,50,0,0.756875
letrecog,Glove,50,0,0.73125
letrecog,w2v,50,1,0.739375
letrecog,Glove,50,1,0.706875
letrecog,w2v,50,1,0.746875
letrecog,Glove,50,1,0.704375
letrecog,w2v,50,1,0.744375
letrecog,Glove,50,1,0.710625
letrecog,w2v,50,1,0.765
letrecog,Glove,50,1,0.7325
letrecog,w2v,50,1,0.748125
letrecog,Glove,50,1,0.71375
letrecog,w2v,50,1,0.759375
letrecog,Glove,50,1,0.7325
letrecog,w2v,50,1,0.7675
letrecog,Glove,50,1,0.72625
letrecog,w2v,50,1,0.763125
letrecog,Glove,50,1,0.725625
letrecog,w2v,50,1,0.75625
letrecog,Glove,50,1,0.713125
letrecog,w2v,50,1,0.74
letrecog,Glove,50,1,0.70125
letrecog,w2v,50,2,0.74125
letrecog,Glove,50,2,0.694375
letrecog,w2v,50,2,0.743125
letrecog,Glove,50,2,0.709375
letrecog,w2v,50,2,0.745625
letrecog,Glove,50,2,0.68625
letrecog,w2v,50,2,0.76125
letrecog,Glove,50,2,0.724375
letrecog,w2v,50,2,0.738125
letrecog,Glove,50,2,0.706875
letrecog,w2v,50,2,0.7575
letrecog,Glove,50,2,0.71625
letrecog,w2v,50,2,0.75125
letrecog,Glove,50,2,0.725625
letrecog,w2v,50,2,0.748125
letrecog,Glove,50,2,0.714375
letrecog,w2v,50,2,0.745
letrecog,Glove,50,2,0.713125
letrecog,w2v,50,2,0.741875
letrecog,Glove,50,2,0.71875
letrecog,w2v,50,3,0.76
letrecog,Glove,50,3,0.716875
letrecog,w2v,50,3,0.770625
letrecog,Glove,50,3,0.72625
letrecog,w2v,50,3,0.761875
letrecog,Glove,50,3,0.71375
letrecog,w2v,50,3,0.755
letrecog,Glove,50,3,0.714375
letrecog,w2v,50,3,0.745
letrecog,Glove,50,3,0.72875
letrecog,w2v,50,3,0.76375
letrecog,Glove,50,3,0.73625
letrecog,w2v,50,3,0.744375
letrecog,Glove,50,3,0.71
letrecog,w2v,50,3,0.7475
letrecog,Glove,50,3,0.716875
letrecog,w2v,50,3,0.75125
letrecog,Glove,50,3,0.7225
letrecog,w2v,50,3,0.740625
letrecog,Glove,50,3,0.714375
letrecog,w2v,50,4,0.760625
letrecog,Glove,50,4,0.72
letrecog,w2v,50,4,0.739375
letrecog,Glove,50,4,0.709375
letrecog,w2v,50,4,0.759375
letrecog,Glove,50,4,0.735625
letrecog,w2v,50,4,0.774375
letrecog,Glove,50,4,0.740625
letrecog,w2v,50,4,0.754375
letrecog,Glove,50,4,0.72875
letrecog,w2v,50,4,0.73125
letrecog,Glove,50,4,0.69375
letrecog,w2v,50,4,0.749375
letrecog,Glove,50,4,0.704375
letrecog,w2v,50,4,0.744375
letrecog,Glove,50,4,0.7025
letrecog,w2v,50,4,0.74
letrecog,Glove,50,4,0.709375
letrecog,w2v,50,4,0.7525
letrecog,Glove,50,4,0.70625
letrecog,w2v,50,5,0.775625
letrecog,Glove,50,5,0.7275
letrecog,w2v,50,5,0.744375
letrecog,Glove,50,5,0.71875
letrecog,w2v,50,5,0.74875
letrecog,Glove,50,5,0.71125
letrecog,w2v,50,5,0.76
letrecog,Glove,50,5,0.710625
letrecog,w2v,50,5,0.730625
letrecog,Glove,50,5,0.690625
letrecog,w2v,50,5,0.739375
letrecog,Glove,50,5,0.71
letrecog,w2v,50,5,0.74625
letrecog,Glove,50,5,0.715
letrecog,w2v,50,5,0.7375
letrecog,Glove,50,5,0.680625
letrecog,w2v,50,5,0.7675
letrecog,Glove,50,5,0.71375
letrecog,w2v,50,5,0.765625
letrecog,Glove,50,5,0.733125
letrecog,w2v,50,6,0.7475
letrecog,Glove,50,6,0.71125
letrecog,w2v,50,6,0.7475
letrecog,Glove,50,6,0.7
letrecog,w2v,50,6,0.7475
letrecog,Glove,50,6,0.705
letrecog,w2v,50,6,0.745625
letrecog,Glove,50,6,0.713125
letrecog,w2v,50,6,0.755625
letrecog,Glove,50,6,0.7175
letrecog,w2v,50,6,0.74625
letrecog,Glove,50,6,0.708125
letrecog,w2v,50,6,0.7525
letrecog,Glove,50,6,0.71
letrecog,w2v,50,6,0.758125
letrecog,Glove,50,6,0.72375
letrecog,w2v,50,6,0.76375
letrecog,Glove,50,6,0.719375
letrecog,w2v,50,6,0.740625
letrecog,Glove,50,6,0.703125
letrecog,w2v,50,7,0.745
letrecog,Glove,50,7,0.715625
letrecog,w2v,50,7,0.770625
letrecog,Glove,50,7,0.726875
letrecog,w2v,50,7,0.7375
letrecog,Glove,50,7,0.706875
letrecog,w2v,50,7,0.753125
letrecog,Glove,50,7,0.708125
letrecog,w2v,50,7,0.75375
letrecog,Glove,50,7,0.724375
letrecog,w2v,50,7,0.74375
letrecog,Glove,50,7,0.710625
letrecog,w2v,50,7,0.748125
letrecog,Glove,50,7,0.708125
letrecog,w2v,50,7,0.74125
letrecog,Glove,50,7,0.701875
letrecog,w2v,50,7,0.7525
letrecog,Glove,50,7,0.718125
letrecog,w2v,50,7,0.75375
letrecog,Glove,50,7,0.726875
letrecog,w2v,50,8,0.75625
letrecog,Glove,50,8,0.723125
letrecog,w2v,50,8,0.765
letrecog,Glove,50,8,0.71625
letrecog,w2v,50,8,0.75
letrecog,Glove,50,8,0.710625
letrecog,w2v,50,8,0.748125
letrecog,Glove,50,8,0.73
letrecog,w2v,50,8,0.749375
letrecog,Glove,50,8,0.72125
letrecog,w2v,50,8,0.7575
letrecog,Glove,50,8,0.72125
letrecog,w2v,50,8,0.728125
letrecog,Glove,50,8,0.696875
letrecog,w2v,50,8,0.75375
letrecog,Glove,50,8,0.725
letrecog,w2v,50,8,0.734375
letrecog,Glove,50,8,0.70375
letrecog,w2v,50,8,0.739375
letrecog,Glove,50,8,0.69875
letrecog,w2v,50,9,0.755625
letrecog,Glove,50,9,0.71875
letrecog,w2v,50,9,0.761875
letrecog,Glove,50,9,0.725
letrecog,w2v,50,9,0.739375
letrecog,Glove,50,9,0.715625
letrecog,w2v,50,9,0.739375
letrecog,Glove,50,9,0.7025
letrecog,w2v,50,9,0.744375
letrecog,Glove,50,9,0.716875
letrecog,w2v,50,9,0.754375
letrecog,Glove,50,9,0.71625
letrecog,w2v,50,9,0.75
letrecog,Glove,50,9,0.7225
letrecog,w2v,50,9,0.743125
letrecog,Glove,50,9,0.72
letrecog,w2v,50,9,0.749375
letrecog,Glove,50,9,0.72125
letrecog,w2v,50,9,0.740625
letrecog,Glove,50,9,0.693125
letrecog,w2v,100,0,0.7425
letrecog,Glove,100,0,0.706875
letrecog,w2v,100,0,0.736875
letrecog,Glove,100,0,0.69
letrecog,w2v,100,0,0.75125
letrecog,Glove,100,0,0.718125
letrecog,w2v,100,0,0.74
letrecog,Glove,100,0,0.6925
letrecog,w2v,100,0,0.760625
letrecog,Glove,100,0,0.715625
letrecog,w2v,100,0,0.755625
letrecog,Glove,100,0,0.710625
letrecog,w2v,100,0,0.748125
letrecog,Glove,100,0,0.705625
letrecog,w2v,100,0,0.761875
letrecog,Glove,100,0,0.72
letrecog,w2v,100,0,0.729375
letrecog,Glove,100,0,0.6875
letrecog,w2v,100,0,0.7475
letrecog,Glove,100,0,0.70125
letrecog,w2v,100,1,0.7475
letrecog,Glove,100,1,0.713125
letrecog,w2v,100,1,0.754375
letrecog,Glove,100,1,0.69125
letrecog,w2v,100,1,0.765625
letrecog,Glove,100,1,0.725
letrecog,w2v,100,1,0.750625
letrecog,Glove,100,1,0.7075
letrecog,w2v,100,1,0.759375
letrecog,Glove,100,1,0.7175
letrecog,w2v,100,1,0.7475
letrecog,Glove,100,1,0.70625
letrecog,w2v,100,1,0.755625
letrecog,Glove,100,1,0.713125
letrecog,w2v,100,1,0.750625
letrecog,Glove,100,1,0.706875
letrecog,w2v,100,1,0.735625
letrecog,Glove,100,1,0.704375
letrecog,w2v,100,1,0.77
letrecog,Glove,100,1,0.723125
letrecog,w2v,100,2,0.734375
letrecog,Glove,100,2,0.698125
letrecog,w2v,100,2,0.74
letrecog,Glove,100,2,0.70375
letrecog,w2v,100,2,0.75875
letrecog,Glove,100,2,0.72375
letrecog,w2v,100,2,0.743125
letrecog,Glove,100,2,0.69
letrecog,w2v,100,2,0.745
letrecog,Glove,100,2,0.721875
letrecog,w2v,100,2,0.763125
letrecog,Glove,100,2,0.710625
letrecog,w2v,100,2,0.74875
letrecog,Glove,100,2,0.6975
letrecog,w2v,100,2,0.7575
letrecog,Glove,100,2,0.70625
letrecog,w2v,100,2,0.758125
letrecog,Glove,100,2,0.705625
letrecog,w2v,100,2,0.74875
letrecog,Glove,100,2,0.7
letrecog,w2v,100,3,0.758125
letrecog,Glove,100,3,0.710625
letrecog,w2v,100,3,0.780625
letrecog,Glove,100,3,0.75
letrecog,w2v,100,3,0.746875
letrecog,Glove,100,3,0.713125
letrecog,w2v,100,3,0.76125
letrecog,Glove,100,3,0.721875
letrecog,w2v,100,3,0.76625
letrecog,Glove,100,3,0.71375
letrecog,w2v,100,3,0.76
letrecog,Glove,100,3,0.716875
letrecog,w2v,100,3,0.74875
letrecog,Glove,100,3,0.7175
letrecog,w2v,100,3,0.768125
letrecog,Glove,100,3,0.720625
letrecog,w2v,100,3,0.759375
letrecog,Glove,100,3,0.71625
letrecog,w2v,100,3,0.75
letrecog,Glove,100,3,0.7125
letrecog,w2v,100,4,0.748125
letrecog,Glove,100,4,0.694375
letrecog,w2v,100,4,0.745625
letrecog,Glove,100,4,0.705
letrecog,w2v,100,4,0.75125
letrecog,Glove,100,4,0.703125
letrecog,w2v,100,4,0.75875
letrecog,Glove,100,4,0.7175
letrecog,w2v,100,4,0.73625
